movieid,castid,name,originalname,character,isadult,gender,popularity,knownfordepartment
601,9976,Henry Thomas,Henry Thomas,Elliott,false,Male,22.445,Acting
601,69597,Drew Barrymore,Drew Barrymore,Gertie,false,Female,35.15,Acting
601,9978,Robert MacNaughton,Robert MacNaughton,Michael,false,Male,6.594,Acting
601,9979,Peter Coyote,Peter Coyote,Keys,false,Male,11.845,Acting
601,62001,Dee Wallace,Dee Wallace,Mary,false,Female,14.783,Acting
601,23764,Erika Eleniak,Erika Eleniak,Pretty Girl,false,Female,26.156,Acting
601,9980,K.C. Martel,K.C. Martel,Greg,false,Male,6.998,Acting
601,2878,C. Thomas Howell,C. Thomas Howell,Tyler,false,Male,34.169,Acting
601,9981,Sean Frye,Sean Frye,Steve,false,Not set/not specified,2.471,Acting
601,9982,David M. O\'Dell,David M. O\'Dell,Schoolboy,false,Not set/not specified,0.6,Sound
601,9983,Richard Swingler,Richard Swingler,Science Teacher,false,Not set/not specified,3.489,Acting
601,9984,Frank Toth,Frank Toth,Policeman,false,Male,0.6,Acting
601,1216398,Robert Barton,Robert Barton,Ultra Sound Man,false,Not set/not specified,0.6,Acting
601,2435042,Michael Darrell,Michael Darrell,Van Man,false,Not set/not specified,0.694,Acting
601,2747643,David Berkson,David Berkson,Medical Unit,false,Male,0.6,Acting
601,2435043,David Carlberg,David Carlberg,Medical Unit,false,Not set/not specified,0.6,Acting
601,101896,Milt Kogan,Milt Kogan,Medical Unit,false,Male,3.896,Acting
601,2435044,Alexander Lampone,Alexander Lampone,Medical Unit,false,Male,0.6,Acting
601,2435046,Rhoda Makoff,Rhoda Makoff,Medical Unit,false,Female,0.84,Acting
601,1783300,Robert Murphy,Robert Murphy,Medical Unit,false,Male,0.6,Acting
601,2435048,Richard Pesavento,Richard Pesavento,Medical Unit,false,Male,0.6,Acting
601,2747644,Tom Sherry,Tom Sherry,Medical Unit,false,Male,0.6,Acting
601,2435049,Susan Cameron,Susan Cameron,Medical Unit,false,Not set/not specified,0.6,Acting
601,2435050,Will Fowler Jr.,Will Fowler Jr.,Medical Unit,false,Not set/not specified,0.6,Acting
601,2435051,Barbara Hartnett,Barbara Hartnett,Medical Unit,false,Not set/not specified,0.6,Acting
601,2435052,Diane Lampone,Diane Lampone,Medical Unit,false,Female,0.6,Acting
601,45386,Mary Stein,Mary Stein,Medical Unit,false,Female,4.892,Acting
601,1533062,Mitch Suskin,Mitch Suskin,Medical Unit,false,Not set/not specified,2.26,Visual Effects
601,8591,Ted Grossman,Ted Grossman,Government Agent (uncredited),false,Not set/not specified,5.925,Acting
601,1212062,James Kahn,James Kahn,Mustachioed Medical Unit Member who confirms E.T.\'s death (uncredited),false,Not set/not specified,0.6,Writing
601,41227,Anne Lockhart,Anne Lockhart,Nurse (uncredited),false,Female,2.269,Acting
601,9964,Melissa Mathison,Melissa Mathison,Elliot\'s School Nurse (uncredited),false,Female,2.832,Writing
601,1646096,Chuck Riley,Chuck Riley,Narrator of Theatrical Trailer (voice) (uncredited),false,Male,0.84,Acting
601,9985,Pat Welsh,Pat Welsh,E.T. (voice) (uncredited),false,Female,3.312,Acting
601,26513,Debra Winger,Debra Winger,Nurse Zombie Carrying Poodle (uncredited),false,Female,25.74,Acting
602,2888,Will Smith,Will Smith,Capt. Steven Hiller,false,Male,37.507,Acting
602,4785,Jeff Goldblum,Jeff Goldblum,David Levinson,false,Male,27.587,Acting
602,8984,Bill Pullman,Bill Pullman,President Thomas J. Whitmore,false,Male,37.263,Acting
602,8985,Margaret Colin,Margaret Colin,Constance Spano,false,Female,12.489,Acting
602,2535,Vivica A. Fox,Vivica A. Fox,Jasmine Dubrow,false,Female,9.755,Acting
602,6167,Judd Hirsch,Judd Hirsch,Julius Levinson,false,Male,15.484,Acting
602,1581,Mary McDonnell,Mary McDonnell,Marilyn Whitmore,false,Female,29.032,Acting
602,1162,Robert Loggia,Robert Loggia,General William Grey,false,Male,8.904,Acting
602,1811,Randy Quaid,Randy Quaid,Russell Casse,false,Male,27.467,Acting
602,8986,James Rebhorn,James Rebhorn,Albert Nimzicki,false,Male,13.274,Acting
602,7420,Harvey Fierstein,Harvey Fierstein,Marty Gilbert,false,Male,7.246,Acting
602,2059,Adam Baldwin,Adam Baldwin,Major Mitchell,false,Male,20.481,Acting
602,1213786,Brent Spiner,Brent Spiner,Dr. Brackish Okun,false,Male,9.857,Acting
602,1582,James Duval,James Duval,Miguel,false,Male,11.463,Acting
602,8987,Lisa Jakub,Lisa Jakub,Alicia,false,Female,15.268,Acting
602,67382,Ross Bagley,Ross Bagley,Dylan,false,Male,11.638,Acting
602,52404,Mae Whitman,Mae Whitman,Patricia Whitmore,false,Female,21.194,Acting
602,17200,Bill Smitrovich,Bill Smitrovich,Captain Watson,false,Male,7.411,Acting
602,23504,Kiersten Warren,Kiersten Warren,Tiffany,false,Female,15.398,Acting
602,18688,Harry Connick Jr.,Harry Connick Jr.,Capt. Jimmy Wilder,false,Male,8.365,Acting
602,4133,Giuseppe Andrews,Giuseppe Andrews,Troy,false,Male,2.785,Acting
602,1172430,John Storey,John Storey,Dr. Isaacs,false,Male,2.795,Acting
602,46930,Frank Novak,Frank Novak,Teddy,false,Male,2.27,Acting
602,54455,Devon Gummersall,Devon Gummersall,Philip,false,Male,4.249,Acting
602,2221,Leland Orser,Leland Orser,Techy / Med Asst #1,false,Male,9.536,Acting
602,1173560,Mirron E. Willis,Mirron E. Willis,Aide,false,Not set/not specified,1.96,Acting
602,199697,Ross Lacy,Ross Lacy,Aide,false,Not set/not specified,0.608,Acting
