movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
601,491,John Williams,John Williams,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,3.73,Sound,Sound
601,488,Steven Spielberg,Steven Spielberg,Director,DIRECTOR,false,Male,50.138,Directing,Directing
601,488,Steven Spielberg,Steven Spielberg,Producer,PRODUCER,false,Male,50.138,Production,Directing
601,489,Kathleen Kennedy,Kathleen Kennedy,Producer,PRODUCER,false,Female,4.733,Production,Production
601,597,Jane Feinberg,Jane Feinberg,Casting,CASTING,false,Female,2.588,Production,Production
601,598,Mike Fenton,Mike Fenton,Casting,CASTING,false,Male,1.467,Production,Production
601,599,Marci Liroff,Marci Liroff,Casting,CASTING,false,Female,1.388,Production,Production
601,664,Frank Marshall,Frank Marshall,ProductionSupervisor,PRODUCTIONSUPERVISOR,false,Male,3.522,Production,Directing
601,2950,Robert Elswit,Robert Elswit,VisualEffectsCamera,VISUALEFFECTSCAMERA,false,Male,3.417,Visual Effects,Camera
601,3993,Dennis Muren,Dennis Muren,VisualEffectsSupervisor,VISUALEFFECTSSUPERVISOR,false,Male,4.711,Visual Effects,Visual Effects
601,4715,Samuel C. Crutcher,Samuel C. Crutcher,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Male,0.6,Sound,Sound
601,8591,Ted Grossman,Ted Grossman,Stunts,STUNTS,false,Not set/not specified,5.925,Crew,Acting
601,8708,Richard C. Franklin,Richard C. Franklin,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Male,0.84,Sound,Sound
601,8527,Deborah Lynn Scott,Deborah Lynn Scott,Costumer,COSTUMER,false,Female,4.564,Costume & Make-Up,Costume & Make-Up
601,9964,Melissa Mathison,Melissa Mathison,Screenplay,SCREENPLAY,false,Female,2.832,Writing,Writing
601,9964,Melissa Mathison,Melissa Mathison,AssociateProducer,ASSOCIATEPRODUCER,false,Female,2.832,Production,Writing
601,9965,Allen Daviau,Allen Daviau,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,1.96,Camera,Camera
601,9966,Carol Littleton,Carol Littleton,Editor,EDITOR,false,Not set/not specified,1.052,Editing,Editing
601,9967,James D. Bissell,James D. Bissell,ProductionDesign,PRODUCTIONDESIGN,false,Male,1.6,Art,Art
601,9968,Jackie Carr,Jackie Carr,SetDecoration,SETDECORATION,false,Female,0.98,Art,Art
601,9969,Robert Sidell,Robert Sidell,MakeupArtist,MAKEUPARTIST,false,Not set/not specified,1.166,Costume & Make-Up,Costume & Make-Up
601,9970,Leslie Butcher,Leslie Butcher,ArtDepartmentCoordinator,ARTDEPARTMENTCOORDINATOR,false,Not set/not specified,0.6,Art,Art
601,9971,Charles L. Campbell,Charles L. Campbell,SupervisingSoundEditor,SUPERVISINGSOUNDEDITOR,false,Male,2.148,Sound,Sound
601,9972,Dale L. Martin,Dale L. Martin,SpecialEffects,SPECIALEFFECTS,false,Male,0.6,Crew,Crew
601,9973,Al Bailey,Al Bailey,VisualEffects,VISUALEFFECTS,false,Not set/not specified,0.98,Visual Effects,Visual Effects
601,9974,Glenn Randall Jr.,Glenn Randall Jr.,StuntCoordinator,STUNTCOORDINATOR,false,Male,0.908,Crew,Crew
601,9974,Glenn Randall Jr.,Glenn Randall Jr.,SecondUnitDirector,SECONDUNITDIRECTOR,false,Male,0.908,Directing,Crew
601,9975,Richard E. Butler,Richard E. Butler,Stunts,STUNTS,false,Male,0.6,Crew,Crew
601,20504,Carlo Rambaldi,Carlo Rambaldi,SpecialEffects,SPECIALEFFECTS,false,Male,4.435,Crew,Crew
601,20504,Carlo Rambaldi,Carlo Rambaldi,VisualEffects,VISUALEFFECTS,false,Male,4.435,Visual Effects,Crew
601,8679,William James Teegarden,William James Teegarden,SetDesigner,SETDESIGNER,false,Male,0.94,Art,Art
601,16161,Kenneth Hall,Kenneth Hall,MusicEditor,MUSICEDITOR,false,Male,1.4,Sound,Sound
601,18677,Bobby Porter,Bobby Porter,Stunts,STUNTS,false,Male,1.052,Crew,Acting
601,33853,Felix Silla,Felix Silla,Stunts,STUNTS,false,Male,7.449,Crew,Acting
601,52042,Richard Vane,Richard Vane,LocationManager,LOCATIONMANAGER,false,Male,2.537,Production,Production
601,61295,Bonne Radford,Bonne Radford,ProductionAccountant,PRODUCTIONACCOUNTANT,false,Not set/not specified,0.84,Production,Production
601,74788,Chuck Waters,Chuck Waters,Stunts,STUNTS,false,Male,5.072,Crew,Crew
