movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
301,3644,Dean Smith,Dean Smith,Stunts,STUNTS,false,Male,1.4,Crew,Acting
301,4082,Dimitri Tiomkin,Dimitri Tiomkin,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,2.212,Sound,Sound
301,4082,Dimitri Tiomkin,Dimitri Tiomkin,Songs,SONGS,false,Male,2.212,Sound,Sound
301,4082,Dimitri Tiomkin,Dimitri Tiomkin,Conductor,CONDUCTOR,false,Male,2.212,Sound,Sound
301,4296,B.H. McCampbell,B.H. McCampbell,ShortStory,SHORTSTORY,false,Not set/not specified,0.6,Writing,Writing
301,4297,Jules Furthman,Jules Furthman,Screenplay,SCREENPLAY,false,Male,1.4,Writing,Writing
301,4298,Leigh Brackett,Leigh Brackett,Screenplay,SCREENPLAY,false,Female,1.97,Writing,Writing
301,4308,Russell Harlan,Russell Harlan,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,1.943,Camera,Camera
301,4309,Folmar Blangsted,Folmar Blangsted,Editor,EDITOR,false,Male,2.058,Editing,Editing
301,4311,Ralph S. Hurst,Ralph S. Hurst,SetDecoration,SETDECORATION,false,Male,1.826,Art,Art
301,4312,Marjorie Best,Marjorie Best,CostumeDesign,COSTUMEDESIGN,false,Female,1.615,Costume & Make-Up,Costume & Make-Up
301,4313,Gordon Bau,Gordon Bau,MakeupSupervisor,MAKEUPSUPERVISOR,false,Male,2.256,Costume & Make-Up,Costume & Make-Up
301,4315,Robert B. Lee,Robert B. Lee,Sound,SOUND,false,Male,0.694,Sound,Sound
301,11435,Howard Hawks,Howard Hawks,Director,DIRECTOR,false,Male,6.044,Directing,Directing
301,11435,Howard Hawks,Howard Hawks,Producer,PRODUCER,false,Male,6.044,Production,Directing
301,19103,Paul Francis Webster,Paul Francis Webster,Lyricist,LYRICIST,false,Not set/not specified,0.6,Writing,Sound
