movieid,castid,name,originalname,character,isadult,gender,popularity,knownfordepartment
301,4165,John Wayne,John Wayne,John Chance,false,Male,25.877,Acting
301,4299,Dean Martin,Dean Martin,Dude,false,Male,9.549,Acting
301,4300,Ricky Nelson,Ricky Nelson,Colorado Ryan,false,Male,2.551,Acting
301,4301,Angie Dickinson,Angie Dickinson,Feathers,false,Female,12.44,Acting
301,4302,Walter Brennan,Walter Brennan,Stumpy,false,Male,17.905,Acting
301,4303,Ward Bond,Ward Bond,Pat Wheeler,false,Male,11.303,Acting
301,4304,John Russell,John Russell,Nathan Burdette,false,Male,6.127,Acting
301,4305,Pedro Gonzalez Gonzalez,Pedro Gonzalez Gonzalez,Carlos Robante,false,Male,1.05,Acting
301,4306,Estelita Rodriguez,Estelita Rodriguez,Consuela Robante,false,Female,6.366,Acting
301,4307,Claude Akins,Claude Akins,Joe Burdette,false,Male,11.653,Acting
301,115460,Malcolm Atterbury,Malcolm Atterbury,Jake,false,Male,3.829,Acting
301,4316,Harry Carey, Jr.,Harry Carey, Jr.,Harold,false,Male,7.794,Acting
301,33544,Walter Barnes,Walter Barnes,Charlie (uncredited),false,Male,5.362,Acting
301,1601647,George Bell,George Bell,Barfly (uncredited),false,Not set/not specified,0.6,Acting
301,1543059,Noble Chissell,Noble Chissell,Barfly (uncredited),false,Male,1.189,Acting
301,1601648,Cecil Combs,Cecil Combs,Barfly (uncredited),false,Not set/not specified,1.116,Acting
301,116845,Myron Healey,Myron Healey,Barfly (uncredited),false,Male,2.787,Acting
301,1179586,Cactus Mack,Cactus Mack,Barfly (uncredited),false,Male,0.6,Acting
301,1208031,Mathew McCue,Mathew McCue,Barfly (uncredited),false,Male,1.891,Acting
301,47001,Frank Mills,Frank Mills,Barfly (uncredited),false,Male,0.6,Acting
301,1290997,Kansas Moehring,Kansas Moehring,Barfly (uncredited),false,Male,1.754,Acting
301,1074209,Jack Perry,Jack Perry,Barfly (uncredited),false,Male,0.98,Acting
301,1578504,Danny Sands,Danny Sands,Barfly (uncredited),false,Not set/not specified,1.4,Acting
301,572525,Sailor Vincent,Sailor Vincent,Barfly (uncredited),false,Male,1.516,Acting
301,1601649,Bob Whitney,Bob Whitney,Barfly (uncredited),false,Male,0.6,Acting
301,112935,Nesdon Booth,Nesdon Booth,(uncredited),false,Male,1.984,Acting
301,13875,Robert Donner,Robert Donner,(uncredited),false,Male,1.402,Acting
301,176475,Ted White,Ted White,(uncredited),false,Male,5.033,Acting
301,1421080,George Bruggeman,George Bruggeman,Clem (uncredited),false,Male,3.832,Acting
301,1106954,Buck Bucko,Buck Bucko,Barber (uncredited),false,Male,1.4,Acting
301,88979,Yakima Canutt,Yakima Canutt,Gunman on Horse (uncredited),false,Male,2.335,Acting
301,50310,Chuck Roberson,Chuck Roberson,Gunman (uncredited),false,Not set/not specified,3.346,Acting
301,1601650,Albert Cavens,Albert Cavens,Henchman (uncredited),false,Not set/not specified,0.98,Acting
301,151886,Tom Monroe,Tom Monroe,Henchman (uncredited),false,Not set/not specified,3.164,Acting
301,111827,Fred Graham,Fred Graham,2nd Burdette Man in Shootout (uncredited),false,Male,2.4,Acting
301,130346,Eugene Iglesias,Eugene Iglesias,1st Burdette Man in Shootout (uncredited),false,Male,5.837,Acting
301,120048,Joe Gray,Joe Gray,Card Player (uncredited),false,Not set/not specified,4.288,Acting
301,3644,Dean Smith,Dean Smith,Card-Playing Burdette Henchman (uncredited),false,Male,1.4,Acting
301,117676,Riley Hill,Riley Hill,Messenger (uncredited),false,Male,0.629,Acting
