movieid,castid,name,originalname,character,isadult,gender,popularity,knownfordepartment
2,54768,Turo Pajala,Turo Pajala,Taisto Kasurinen,false,Male,3.08,Acting
2,54769,Susanna Haavisto,Susanna Haavisto,Irmeli Pihlaja,false,Female,2.917,Acting
2,4826,Matti Pellonpää,Matti Pellonpää,Mikkonen,false,Male,3.196,Acting
2,54770,Eetu Hilkamo,Eetu Hilkamo,Riku,false,Male,0.6,Acting
2,1177496,Erkki Pajala,Erkki Pajala,Miner,false,Male,1.62,Acting
2,2493350,Matti Jaaranen,Matti Jaaranen,Mugger,false,Male,1.4,Acting
2,2509142,Hannu Viholainen,Hannu Viholainen,Accomplice,false,Male,0.607,Acting
2,110757,Jorma Markkula,Jorma Markkula,Tallyman,false,Male,1.085,Acting
2,1034494,Tarja Keinänen,Tarja Keinänen,Woman in Harbour,false,Female,2.279,Acting
2,2509144,Eino Kuusela,Eino Kuusela,Man on Beach,false,Male,0.6,Acting
2,1207858,Kauko Laalo,Kauko Laalo,Night Hostel Manager,false,Male,0.6,Acting
2,2509145,Jyrki Olsonen,Jyrki Olsonen,Man in Night Hostel,false,Male,0.6,Acting
2,53508,Esko Nikkari,Esko Nikkari,Car Dealer,false,Male,4.076,Acting
2,53512,Marja Packalén,Marja Packalén,Judge,false,Female,0.686,Acting
2,2509146,Mikko Remes,Mikko Remes,Prison Doctor,false,Male,0.6,Acting
2,4829,Tomi Salmela,Tomi Salmela,Guard,false,Male,4.058,Acting
2,2509147,Reijo Marin,Reijo Marin,Guard,false,Male,0.6,Acting
2,2509149,Heikki Salomaa,Heikki Salomaa,Guard,false,Male,0.627,Acting
2,1207842,Veikko Uusimäki,Veikko Uusimäki,Mayor,false,Male,0.6,Acting
2,56273,Esko Salminen,Esko Salminen,Crook,false,Male,0.716,Acting
2,2509151,Hannu Kivisalo,Hannu Kivisalo,Doorman,false,Male,0.6,Acting
2,2509152,Pekka Wilen,Pekka Wilen,Skipper,false,Male,0.6,Acting
2,110756,Juuso Hirvikangas,Juuso Hirvikangas,Man in Harbour (uncredited),false,Male,2.068,Acting
2,3416563,Heikki Anttila,Heikki Anttila,Man in Harbour (uncredited),false,Male,0.6,Acting
2,4831,Jaakko Talaskivi,Jaakko Talaskivi,Cook (uncredited),false,Male,2.246,Acting
2,16772,Jouko Lumme,Jouko Lumme,Cook (uncredited),false,Male,0.694,Sound
2,1416993,Sirkka Rautiainen,Sirkka Rautiainen,Woman Watching TV (uncredited),false,Female,0.6,Production
2,3480732,Markku Rantala,Markku Rantala,Man in Tunnel (uncredited),false,Male,0.6,Acting
2,2289558,Mikko Lyytikäinen,Mikko Lyytikäinen,Court Member (uncredited),false,Male,0.6,Acting
2,1948071,Timo Toikka,Timo Toikka,Man in Courtroom (uncredited),false,Male,0.828,Acting
2,1207853,Hanna Jokinen,Hanna Jokinen,Woman in Courtroom (uncredited),false,Female,0.6,Acting
2,2868528,Timo Harakka,Timo Harakka,Man in Courtroom (uncredited),false,Male,0.6,Writing
2,999634,Sami Lanki,Sami Lanki,Man in Courtroom (uncredited),false,Male,0.98,Acting
2,3083060,Kari Helaseppä,Kari Helaseppä,Man in Courtroom (uncredited),false,Male,0.6,Acting
2,1750241,Timo Markko,Timo Markko,Prisoner (uncredited),false,Male,0.6,Camera
2,1381113,Olli Varja,Olli Varja,Prisoner (uncredited),false,Male,1.4,Lighting
2,4828,Sakari Kuosmanen,Sakari Kuosmanen,Doorman (voice) (uncredited),false,Male,6.006,Acting
2,110763,Pentti Auer,Pentti Auer,Skipper (voice) (uncredited),false,Male,0.84,Acting
3,4826,Matti Pellonpää,Matti Pellonpää,Nikander,false,Male,3.196,Acting
3,5999,Kati Outinen,Kati Outinen,Ilona Rajamäki,false,Female,5.002,Acting
3,4828,Sakari Kuosmanen,Sakari Kuosmanen,Melartin,false,Male,6.006,Acting
3,53508,Esko Nikkari,Esko Nikkari,Nikander\'s Co-Worker,false,Male,4.076,Acting
3,1086499,Kylli Köngäs,Kylli Köngäs,Ilona\'s Friend,false,Female,0.6,Acting
3,222320,Pekka Laiho,Pekka Laiho,Store Manager,false,Male,0.828,Acting
3,1086500,Jukka-Pekka Palo,Jukka-Pekka Palo,Third Man,false,Male,1.224,Acting
3,2307211,Svante Korkiakoski,Svante Korkiakoski,Police Officer,false,Male,0.614,Acting
3,148389,Mari Rantasila,Mari Rantasila,Nikander\'s Sister,false,Female,0.98,Acting
3,1761924,Safka Pekkonen,Safka Pekkonen,Pianist,false,Male,1.286,Acting
3,2651471,Antti Ortamo,Antti Ortamo,Pianist,false,Male,0.6,Sound
3,106172,Mato Valtonen,Mato Valtonen,Pelle,false,Male,1.88,Acting
3,69552,Sakke Järvenpää,Sakke Järvenpää,Staffan,false,Male,1.62,Acting
3,2651474,Ulla Kuosmanen,Ulla Kuosmanen,Melartin\'s Wife,false,Female,0.6,Acting
3,1294421,Neka Haapanen,Neka Haapanen,Cook,false,Male,0.6,Acting
3,2651478,Pentti Koski,Pentti Koski,Singer,false,Male,0.6,Acting
3,2651481,Ari Korhonen,Ari Korhonen,Man in Restaurant,false,Male,0.6,Acting
3,2651483,Teuvo Rissanen,Teuvo Rissanen,Police Officer,false,Male,0.6,Acting
3,2651486,Erkki Rissanen,Erkki Rissanen,Porter,false,Male,0.6,Acting
3,2651487,Sirkka Silin,Sirkka Silin,Woman in Restaurant,false,Female,0.6,Acting
3,2651488,Marina Martinoff,Marina Martinoff,Hostess,false,Female,0.6,Acting
3,2651489,Jussi Tiitinen,Jussi Tiitinen,Garbage Man / Bartender,false,Male,0.6,Acting
3,2651491,Riikka Kuosmanen,Riikka Kuosmanen,Melartin\'s Daughter,false,Female,0.6,Acting
3,3457313,Eskil Mansikka,Eskil Mansikka,Keyboardist (uncredited),false,Male,0.6,Acting
3,4831,Jaakko Talaskivi,Jaakko Talaskivi,Guard (uncredited),false,Male,2.246,Acting
3,2159274,Haije Alanoja,Haije Alanoja,Woman in Restaurant (uncredited),false,Not set/not specified,0.84,Production
3,3479164,Bertta Pellonpää,Bertta Pellonpää,Bingo Player (uncredited),false,Female,0.6,Acting
3,2651545,Helmeri Pellonpää,Helmeri Pellonpää,Bingo Player (uncredited),false,Male,0.6,Acting
3,1303969,Marja-Leena Hukkanen,Marja-Leena Hukkanen,Woman in Restaurant (uncredited),false,Female,0.6,Camera
3,16767,Aki Kaurismäki,Aki Kaurismäki,Hotel Receptionist (uncredited),false,Male,4.77,Directing
3,1381113,Olli Varja,Olli Varja,Customer (uncredited),false,Male,1.4,Lighting
3,3477088,Tanja Talaskivi,Tanja Talaskivi,Woman in Cinema (uncredited),false,Female,0.6,Acting
3,1912097,Jukka Mäkinen,Jukka Mäkinen,Garbage Man (uncredited),false,Male,0.6,Directing
5,3129,Tim Roth,Tim Roth,Ted the Bellhop,false,Male,31.229,Acting
5,3130,Jennifer Beals,Jennifer Beals,Angela,false,Female,29.883,Acting
5,3131,Antonio Banderas,Antonio Banderas,Man,false,Male,31.595,Acting
5,3124,Valeria Golino,Valeria Golino,Athena,false,Female,25.283,Acting
5,2555,David Proval,David Proval,Siegfried,false,Male,12.051,Acting
5,3122,Sammi Davis,Sammi Davis,Jezebel,false,Female,3.056,Acting
5,3123,Amanda de Cadenet,Amanda de Cadenet,Diana,false,Female,6.487,Acting
5,3125,Madonna,Madonna,Elspeth,false,Female,9.952,Acting
5,3126,Ione Skye,Ione Skye,Eva,false,Female,15.53,Acting
5,3127,Lili Taylor,Lili Taylor,Raven,false,Female,25.085,Acting
5,3128,Alicia Witt,Alicia Witt,Kiva,false,Female,19.599,Acting
5,3134,Tamlyn Tomita,Tamlyn Tomita,Wife,false,Female,20.77,Acting
5,3132,Lana McKissack,Lana McKissack,Sarah,false,Female,4.889,Acting
5,3135,Danny Verduzco,Danny Verduzco,Juancho,false,Male,0.84,Acting
5,3133,Patricia Vonne,Patricia Vonne,Corpse,false,Female,1.566,Acting
5,3136,Salma Hayek,Salma Hayek,TV Dancing Girl,false,Female,31.518,Acting
5,138,Quentin Tarantino,Quentin Tarantino,Chester Rush,false,Male,32.164,Directing
5,3137,Paul Calderon,Paul Calderon,Norman,false,Male,9.706,Acting
5,62,Bruce Willis,Bruce Willis,Leo (uncredited),false,Male,48.928,Acting
5,3141,Marisa Tomei,Marisa Tomei,Margaret,false,Female,15.483,Acting
5,2545,Lawrence Bender,Lawrence Bender,Long Hair Yuppy Scum,false,Male,1.543,Production
5,3138,Kathy Griffin,Kathy Griffin,Betty,false,Female,2.633,Acting
5,37336,Kimberly Blair,Kimberly Blair,Hooker,false,Female,0.98,Acting
5,3140,Marc Lawrence,Marc Lawrence,Sam the Bellhop,false,Male,8.484,Acting
5,1207062,Paul Skemp,Paul Skemp,Real Theodore,false,Not set/not specified,0.98,Writing
6,2880,Emilio Estevez,Emilio Estevez,Frank Wyatt,false,Male,24.033,Acting
6,9777,Cuba Gooding Jr.,Cuba Gooding Jr.,Mike Peterson,false,Male,11.354,Acting
6,5724,Denis Leary,Denis Leary,Fallon,false,Male,15.448,Acting
