movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
401,2952,Avy Kaufman,Avy Kaufman,Casting,CASTING,false,Female,1.597,Production,Production
401,518,Danny DeVito,Danny DeVito,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,30.927,Production,Acting
401,4447,Ann Ruark,Ann Ruark,LineProducer,LINEPRODUCER,false,Female,1.052,Production,Production
401,5367,Zach Braff,Zach Braff,Screenplay,SCREENPLAY,false,Male,16.375,Writing,Acting
401,5367,Zach Braff,Zach Braff,Director,DIRECTOR,false,Male,16.375,Directing,Acting
401,5371,Gary Gilbert,Gary Gilbert,Producer,PRODUCER,false,Male,1.22,Production,Production
401,5381,Michael Shamberg,Michael Shamberg,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,4.4,Production,Production
401,5382,Stacey Sher,Stacey Sher,ExecutiveProducer,EXECUTIVEPRODUCER,false,Female,1.414,Production,Production
401,5378,Pamela Abdy,Pamela Abdy,Producer,PRODUCER,false,Female,0.98,Production,Production
401,5386,William H. Brown,William H. Brown,Producer,PRODUCER,false,Male,0.694,Production,Production
401,5379,Dan Halsted,Dan Halsted,Producer,PRODUCER,false,Male,1.606,Production,Production
401,5380,Richard Klubeck,Richard Klubeck,Producer,PRODUCER,false,Male,0.6,Production,Production
401,5387,Lawrence Sher,Lawrence Sher,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,3.626,Camera,Camera
401,5388,Myron Kerstein,Myron Kerstein,Editor,EDITOR,false,Male,0.828,Editing,Editing
401,5389,Judy Becker,Judy Becker,ProductionDesign,PRODUCTIONDESIGN,false,Female,0.6,Art,Art
401,5390,Laura Ballinger,Laura Ballinger,ArtDirection,ARTDIRECTION,false,Female,1.4,Art,Art
401,5391,Heather Loeffler,Heather Loeffler,SetDecoration,SETDECORATION,false,Female,0.6,Art,Art
401,5392,Michael Wilkinson,Michael Wilkinson,CostumeDesign,COSTUMEDESIGN,false,Male,0.766,Costume & Make-Up,Costume & Make-Up
401,5393,Chad Fischer,Chad Fischer,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,1.4,Sound,Sound
401,5394,Alexi Murdoch,Alexi Murdoch,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Not set/not specified,0.84,Sound,Sound
401,229810,Gianna Sparacino,Gianna Sparacino,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
401,1328146,Evelyne Noraz,Evelyne Noraz,MakeupArtist,MAKEUPARTIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
401,2099943,Corinna Woodcock,Corinna Woodcock,Hairstylist,HAIRSTYLIST,false,Female,0.6,Costume & Make-Up,Costume & Make-Up
402,1530,Howard Feuer,Howard Feuer,Casting,CASTING,false,Male,1.62,Production,Production
402,1760,Jerry Goldsmith,Jerry Goldsmith,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,4.82,Sound,Sound
402,1761,Alexander Courage,Alexander Courage,Orchestrator,ORCHESTRATOR,false,Male,1.271,Sound,Sound
402,2209,Jan de Bont,Jan de Bont,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,3.986,Camera,Camera
402,6584,Terence Marsh,Terence Marsh,ProductionDesign,PRODUCTIONDESIGN,false,Male,2.188,Art,Art
402,3986,Mario Kassar,Mario Kassar,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,4.442,Production,Production
402,3986,Mario Kassar,Mario Kassar,Presenter,PRESENTER,false,Male,4.442,Crew,Production
402,7735,Ellen Mirojnick,Ellen Mirojnick,CostumeDesign,COSTUMEDESIGN,false,Female,5.033,Costume & Make-Up,Costume & Make-Up
402,10491,Paul Verhoeven,Paul Verhoeven,Director,DIRECTOR,false,Male,11.97,Directing,Directing
402,10492,Joe Eszterhas,Joe Eszterhas,Screenplay,SCREENPLAY,false,Male,2.125,Writing,Writing
402,7726,Alan Marshall,Alan Marshall,Producer,PRODUCER,false,Male,0.84,Production,Production
402,7715,Frank J. Urioste,Frank J. Urioste,Editor,EDITOR,false,Male,1.694,Editing,Editing
402,10628,Mark Billerman,Mark Billerman,ArtDirection,ARTDIRECTION,false,Male,0.6,Art,Art
