movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
2001,73421,Joaquin Phoenix,Joaquin Phoenix,Producer,PRODUCER,false,Male,21.307,Production,Acting
2001,1400,Wojciech Kilar,Wojciech Kilar,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,2.317,Sound,Sound
2001,5669,Douglas Aibel,Douglas Aibel,Casting,CASTING,false,Male,1.792,Production,Production
2001,6468,Nick Wechsler,Nick Wechsler,Producer,PRODUCER,false,Male,0.6,Production,Production
2001,13240,Mark Wahlberg,Mark Wahlberg,Producer,PRODUCER,false,Male,77.491,Production,Acting
2001,15218,James Gunn,James Gunn,Thanks,THANKS,false,Male,9.684,Crew,Writing
2001,15344,J.J. Abrams,J.J. Abrams,Thanks,THANKS,false,Male,7.109,Crew,Directing
2001,17453,Joaquín Baca-Asay,Joaquín Baca-Asay,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Not set/not specified,0.6,Camera,Camera
2001,18092,Billy Miller,Billy Miller,KeyGrip,KEYGRIP,false,Male,1.4,Camera,Camera
2001,18512,Sarah E. McMillan,Sarah E. McMillan,AssistantSetDecoration,ASSISTANTSETDECORATION,false,Not set/not specified,0.6,Art,Art
2001,20229,Andy Malcolm,Andy Malcolm,FoleyArtist,FOLEYARTIST,false,Male,1.4,Sound,Sound
2001,20561,James Gray,James Gray,Screenplay,SCREENPLAY,false,Male,2.953,Writing,Directing
2001,20561,James Gray,James Gray,Director,DIRECTOR,false,Male,2.953,Directing,Directing
2001,20567,Marc Butan,Marc Butan,Producer,PRODUCER,false,Male,0.98,Production,Production
2001,20568,John Axelrad,John Axelrad,Editor,EDITOR,false,Male,0.716,Editing,Editing
2001,20569,Ford Wheeler,Ford Wheeler,ProductionDesign,PRODUCTIONDESIGN,false,Male,0.98,Art,Art
2001,20570,Catherine Davis,Catherine Davis,SetDecoration,SETDECORATION,false,Female,0.65,Art,Art
2001,31515,Mark Cuban,Mark Cuban,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,6.436,Production,Acting
2001,31520,Todd Wagner,Todd Wagner,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,2.275,Production,Production
2001,60187,Anthony Katagas,Anthony Katagas,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,0.98,Production,Production
2001,60187,Anthony Katagas,Anthony Katagas,UnitProductionManager,UNITPRODUCTIONMANAGER,false,Male,0.98,Production,Production
2001,80788,Mike Upton,Mike Upton,CoProducer,COPRODUCER,false,Male,1.96,Production,Production
2001,91073,Scott Rosenstock,Scott Rosenstock,Leadman,LEADMAN,false,Male,0.6,Art,Art
2001,91077,Peter von Bartheld,Peter von Bartheld,SetDresser,SETDRESSER,false,Not set/not specified,0.6,Art,Costume & Make-Up
2001,89425,Ronald G. Roumas,Ronald G. Roumas,SoundRecordist,SOUNDRECORDIST,false,Male,0.804,Sound,Sound
2001,138618,Gary Rizzo,Gary Rizzo,SoundReRecordingMixer,SOUNDRERECORDINGMIXER,false,Male,2.267,Sound,Sound
2001,230436,Barbara Harris,Barbara Harris,ADRVoiceCasting,ADRVOICECASTING,false,Female,1.69,Production,Production
2001,234853,Kelly Gleason,Kelly Gleason,MakeupDepartmentHead,MAKEUPDEPARTMENTHEAD,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
2001,957361,Craig Haagensen,Craig Haagensen,ACameraOperator,ACAMERAOPERATOR,false,Not set/not specified,1.153,Camera,Camera
2001,957566,Janice Williams,Janice Williams,ProductionSupervisor,PRODUCTIONSUPERVISOR,false,Female,1.552,Production,Production
2001,999812,Bradley Parker,Bradley Parker,VisualEffectsSupervisor,VISUALEFFECTSSUPERVISOR,false,Male,0.631,Visual Effects,Directing
2001,1017377,Stephanie Holbrook,Stephanie Holbrook,CastingAssociate,CASTINGASSOCIATE,false,Female,1.411,Production,Production
2001,1123133,Jimmy Price,Jimmy Price,LocationScout,LOCATIONSCOUT,false,Male,1.38,Art,Production
2001,1156888,Tom Cross,Tom Cross,FirstAssistantEditor,FIRSTASSISTANTEDITOR,false,Male,2.085,Editing,Editing
2001,1190768,Alan Freedman,Alan Freedman,ADRMixer,ADRMIXER,false,Male,0.6,Sound,Sound
2001,1315700,Donald Mowat,Donald Mowat,MakeupArtist,MAKEUPARTIST,false,Male,1.417,Costume & Make-Up,Costume & Make-Up
2001,1318476,Kent Sparling,Kent Sparling,SoundReRecordingMixer,SOUNDRERECORDINGMIXER,false,Male,0.6,Sound,Sound
2001,1319040,Couper Samuelson,Couper Samuelson,CoProducer,COPRODUCER,false,Not set/not specified,0.694,Production,Production
2001,1335121,Thomas Varga,Thomas Varga,SoundMixer,SOUNDMIXER,false,Not set/not specified,1.029,Sound,Sound
2001,1335214,John J. Ciccimarro,John J. Ciccimarro,ConstructionCoordinator,CONSTRUCTIONCOORDINATOR,false,Not set/not specified,0.6,Art,Art
2001,1389134,Douglas Murray,Douglas Murray,SoundDesigner,SOUNDDESIGNER,false,Male,1.546,Sound,Sound
2001,1389134,Douglas Murray,Douglas Murray,SupervisingSoundEditor,SUPERVISINGSOUNDEDITOR,false,Male,1.546,Sound,Sound
2001,1389555,James C. Feng,James C. Feng,ArtDirection,ARTDIRECTION,false,Not set/not specified,0.6,Art,Art
2001,1393571,Stephen Consentino,Stephen Consentino,SteadicamOperator,STEADICAMOPERATOR,false,Not set/not specified,0.84,Camera,Camera
2001,1395687,Veronica Lupu,Veronica Lupu,ScriptSupervisor,SCRIPTSUPERVISOR,false,Female,0.6,Directing,Directing
2001,1399116,Robert Shoup,Robert Shoup,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Male,0.6,Sound,Sound
2001,1399189,Pierre Rovira,Pierre Rovira,ConstructionCoordinator,CONSTRUCTIONCOORDINATOR,false,Not set/not specified,0.6,Art,Art
2001,1399959,Brianne Zulauf,Brianne Zulauf,ArtDepartmentCoordinator,ARTDEPARTMENTCOORDINATOR,false,Not set/not specified,0.6,Art,Art
2001,1400835,Rebecca Fulton,Rebecca Fulton,ScriptSupervisor,SCRIPTSUPERVISOR,false,Female,0.6,Directing,Directing
2001,1401168,Wayne Paull,Wayne Paull,CCameraOperator,CCAMERAOPERATOR,false,Not set/not specified,0.6,Camera,Camera
2001,1405321,Margot Boccia,Margot Boccia,MakeupArtist,MAKEUPARTIST,false,Not set/not specified,1.96,Costume & Make-Up,Costume & Make-Up
2001,1416800,Craig Lindberg,Craig Lindberg,MakeupArtist,MAKEUPARTIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
2001,1425588,Caoimhe Doyle,Caoimhe Doyle,FoleyArtist,FOLEYARTIST,false,Not set/not specified,0.6,Sound,Sound
2001,1446687,Susan Starr,Susan Starr,BCameraOperator,BCAMERAOPERATOR,false,Not set/not specified,0.6,Camera,Camera
2001,1458580,Kelly Port,Kelly Port,VisualEffectsSupervisor,VISUALEFFECTSSUPERVISOR,false,Not set/not specified,2.503,Visual Effects,Visual Effects
2001,1458992,Milton Buras,Milton Buras,HairDepartmentHead,HAIRDEPARTMENTHEAD,false,Not set/not specified,1.473,Costume & Make-Up,Costume & Make-Up
2001,1460569,Eric Swanek,Eric Swanek,FirstAssistantACamera,FIRSTASSISTANTACAMERA,false,Not set/not specified,1.176,Camera,Camera
2001,1471022,Michael Clancy,Michael Clancy,CostumeDesign,COSTUMEDESIGN,false,Male,0.6,Costume & Make-Up,Costume & Make-Up
2001,1526846,Brian McClean,Brian McClean,BestBoyElectric,BESTBOYELECTRIC,false,Not set/not specified,0.6,Lighting,Lighting
2001,1544639,Angie Rubin,Angie Rubin,MusicEditor,MUSICEDITOR,false,Female,1.4,Sound,Sound
2001,1662136,Doug Torres,Doug Torres,FirstAssistantDirector,FIRSTASSISTANTDIRECTOR,false,Not set/not specified,1.96,Directing,Directing
2001,1697586,Isabel Henderson,Isabel Henderson,PostProductionSupervisor,POSTPRODUCTIONSUPERVISOR,false,Female,0.6,Crew,Crew
2001,1730976,Samuel H. Hinckley,Samuel H. Hinckley,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Not set/not specified,0.6,Sound,Sound
2001,1738174,Kerin Ferallo,Kerin Ferallo,ProductionCoordinator,PRODUCTIONCOORDINATOR,false,Not set/not specified,0.6,Production,Production
2001,1738175,Kevin Flatow,Kevin Flatow,AssociateProducer,ASSOCIATEPRODUCER,false,Male,0.6,Production,Production
2001,1758879,Anne Joyce,Anne Joyce,StillPhotographer,STILLPHOTOGRAPHER,false,Female,0.6,Camera,Camera
2001,1760460,Christopher Spelman,Christopher Spelman,MusicConsultant,MUSICCONSULTANT,false,Not set/not specified,0.6,Sound,Sound
2001,1762781,Sarah Dennis,Sarah Dennis,AssistantSetDecoration,ASSISTANTSETDECORATION,false,Not set/not specified,0.6,Art,Art
2001,1765891,Alisa M. Colley,Alisa M. Colley,SecondAssistantBCamera,SECONDASSISTANTBCAMERA,false,Female,0.98,Camera,Camera
2001,1781735,Peter Phillips,Peter Phillips,PostProductionSupervisor,POSTPRODUCTIONSUPERVISOR,false,Not set/not specified,0.6,Crew,Crew
2001,1781736,Daniel Tresca,Daniel Tresca,LocationScout,LOCATIONSCOUT,false,Male,0.6,Art,Production
2001,1781737,Gayle Vangrofsky,Gayle Vangrofsky,LocationManager,LOCATIONMANAGER,false,Female,0.98,Production,Production
2001,1790114,Kathi Scharer,Kathi Scharer,ProductionAccountant,PRODUCTIONACCOUNTANT,false,Not set/not specified,0.6,Production,Production
2001,1828057,Frank Rinato,Frank Rinato,FirstAssistantBCamera,FIRSTASSISTANTBCAMERA,false,Not set/not specified,0.6,Camera,Camera
2001,1848866,David Cooney,David Cooney,StoryboardArtist,STORYBOARDARTIST,false,Not set/not specified,0.6,Art,Art
2001,1897408,Francisco Ortiz,Francisco Ortiz,SecondSecondAssistantDirector,SECONDSECONDASSISTANTDIRECTOR,false,Not set/not specified,0.6,Directing,Directing
2001,1955824,Bob Fredrickson,Bob Fredrickson,ColorTimer,COLORTIMER,false,Male,0.98,Editing,Editing
2001,1990428,Ryder Washburn,Ryder Washburn,Armorer,ARMORER,false,Not set/not specified,0.6,Crew,Crew
2001,2011870,Nathan Nance,Nathan Nance,SoundRecordist,SOUNDRECORDIST,false,Male,0.6,Sound,Sound
2001,2101131,Lance Mayer,Lance Mayer,SecondAssistantBCamera,SECONDASSISTANTBCAMERA,false,Not set/not specified,0.6,Camera,Camera
2001,2256133,Melvin Pukowsky,Melvin Pukowsky,BestBoyGrip,BESTBOYGRIP,false,Male,0.6,Camera,Lighting
