movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
3001,491,John Williams,John Williams,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,3.73,Sound,Sound
3001,3148,Charles Lang,Charles Lang,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,4.623,Camera,Camera
3001,4103,Alexandre Trauner,Alexandre Trauner,ProductionDesign,PRODUCTIONDESIGN,false,Male,0.6,Art,Art
3001,9591,David Dockendorf,David Dockendorf,Sound,SOUND,false,Male,1.227,Sound,Sound
3001,10001,William Wyler,William Wyler,Director,DIRECTOR,false,Male,4.445,Directing,Directing
3001,11561,Joseph de Bretagne,Joseph de Bretagne,Sound,SOUND,false,Male,0.6,Sound,Sound
3001,11996,Robert Wyler,Robert Wyler,ProductionAssistant,PRODUCTIONASSISTANT,false,Male,1.62,Production,Production
3001,11997,Robert Swink,Robert Swink,Editor,EDITOR,false,Male,1.4,Editing,Editing
3001,11997,Robert Swink,Robert Swink,SecondUnitDirector,SECONDUNITDIRECTOR,false,Male,1.4,Directing,Editing
3001,17843,Harry Kurnitz,Harry Kurnitz,Screenplay,SCREENPLAY,false,Male,0.694,Writing,Writing
3001,19650,Gil Delamare,Gil Delamare,StuntDouble,STUNTDOUBLE,false,Male,1.708,Crew,Acting
3001,25806,Alberto De Rossi,Alberto De Rossi,MakeupArtist,MAKEUPARTIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
3001,26186,Vincent Rossell,Vincent Rossell,StillPhotographer,STILLPHOTOGRAPHER,false,Not set/not specified,0.6,Camera,Camera
3001,27187,Grazia De Rossi,Grazia De Rossi,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.748,Costume & Make-Up,Costume & Make-Up
3001,30773,George Bradshaw,George Bradshaw,Story,STORY,false,Not set/not specified,1.96,Writing,Writing
3001,30919,Fred Kohlmar,Fred Kohlmar,Producer,PRODUCER,false,Male,1.025,Production,Production
3001,978173,Freddie Williamson,Freddie Williamson,MakeupArtist,MAKEUPARTIST,false,Male,1.426,Costume & Make-Up,Costume & Make-Up
3001,1045774,Hubert de Givenchy,Hubert de Givenchy,CostumeDesign,COSTUMEDESIGN,false,Not set/not specified,0.831,Costume & Make-Up,Costume & Make-Up
3001,1117359,François Moreuil,François Moreuil,ProductionAssistant,PRODUCTIONASSISTANT,false,Male,2.989,Production,Acting
3001,1418901,Douglas Kirkland,Douglas Kirkland,StillPhotographer,STILLPHOTOGRAPHER,false,Male,0.6,Camera,Camera
3001,1547900,William Kaplan,William Kaplan,UnitProductionManager,UNITPRODUCTIONMANAGER,false,Not set/not specified,0.6,Production,Production
3001,1606768,Paul Feyder,Paul Feyder,AssistantDirector,ASSISTANTDIRECTOR,false,Male,0.694,Directing,Directing
3001,1701212,Frawley Becker,Frawley Becker,DialectCoach,DIALECTCOACH,false,Not set/not specified,1.4,Crew,Art
3001,1734652,James Harbert,James Harbert,Orchestrator,ORCHESTRATOR,false,Not set/not specified,0.6,Sound,Sound
3001,1734662,Phill Norman,Phill Norman,TitleDesigner,TITLEDESIGNER,false,Male,0.84,Art,Art
3002,25167,Arthur Conan Doyle,Arthur Conan Doyle,Novel,NOVEL,false,Male,4.152,Writing,Writing
3002,29471,Richard Franklin,Richard Franklin,Director,DIRECTOR,false,Male,3.084,Directing,Directing
3002,29472,Jim Henshaw,Jim Henshaw,Screenplay,SCREENPLAY,false,Not set/not specified,2.268,Writing,Writing
3002,29473,Darryl Sheen,Darryl Sheen,Producer,PRODUCER,false,Female,0.6,Production,Production
3002,29474,Simon McGuire,Simon McGuire,ArtDirection,ARTDIRECTION,false,Not set/not specified,0.985,Art,Art
3002,29475,Troy Clarke,Troy Clarke,UnitProductionManager,UNITPRODUCTIONMANAGER,false,Not set/not specified,0.6,Production,Production
3002,63559,Mark Wareham,Mark Wareham,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Not set/not specified,1.4,Camera,Camera
3002,69172,Glenn Berman,Glenn Berman,Editor,EDITOR,false,Not set/not specified,0.98,Editing,Editing
3002,1087623,Tom McSweeney,Tom McSweeney,Casting,CASTING,false,Not set/not specified,0.6,Production,Production
3002,1936046,François B. Senneville,François B. Senneville,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Not set/not specified,0.6,Sound,Sound
3002,2624145,Lyle Binnie,Lyle Binnie,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Not set/not specified,0.6,Camera,Camera
3002,2624147,David R. McLeod,David R. McLeod,Editor,EDITOR,false,Male,0.6,Editing,Editing
3002,2624150,Pierre Eric Pilon,Pierre Eric Pilon,OnlineEditor,ONLINEEDITOR,false,Not set/not specified,0.6,Editing,Editing
3002,2624152,Mark Pidcock,Mark Pidcock,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Not set/not specified,0.6,Sound,Sound
3003,25167,Arthur Conan Doyle,Arthur Conan Doyle,Novel,NOVEL,false,Male,4.152,Writing,Writing
3003,29482,Stuart Orme,Stuart Orme,Director,DIRECTOR,false,Male,1.61,Directing,Directing
3003,29483,Adrian Hodges,Adrian Hodges,Screenplay,SCREENPLAY,false,Male,2.186,Writing,Writing
3003,29484,Tony Mulholland,Tony Mulholland,Screenplay,SCREENPLAY,false,Not set/not specified,0.828,Writing,Writing
3003,29485,Christopher Hall,Christopher Hall,Producer,PRODUCER,false,Male,1.96,Production,Production
3003,29486,Rob Lane,Rob Lane,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,1.052,Sound,Sound
3003,29487,David Odd,David Odd,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.84,Camera,Camera
3003,29488,David Yardley,David Yardley,Editor,EDITOR,false,Male,0.6,Editing,Editing
3003,29489,Janey Fothergill,Janey Fothergill,Casting,CASTING,false,Not set/not specified,0.6,Production,Production
3003,29526,Rob Harris,Rob Harris,ProductionDesign,PRODUCTIONDESIGN,false,Male,1.4,Art,Art
3003,67634,Delia Fine,Delia Fine,ExecutiveProducer,EXECUTIVEPRODUCER,false,Female,1.099,Production,Production
3003,76842,Nicola Olsen,Nicola Olsen,LineProducer,LINEPRODUCER,false,Not set/not specified,0.6,Production,Production
3003,122356,Robert Young,Robert Young,StuntDouble,STUNTDOUBLE,false,Male,1.708,Crew,Crew
