movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
101,59,Luc Besson,Luc Besson,Screenplay,SCREENPLAY,false,Male,14.272,Writing,Directing
101,59,Luc Besson,Luc Besson,Director,DIRECTOR,false,Male,14.272,Directing,Directing
101,60,Patrice Ledoux,Patrice Ledoux,Producer,PRODUCER,false,Male,1.382,Production,Production
101,996,Éric Serra,Éric Serra,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,0.6,Sound,Sound
101,997,Thierry Arbogast,Thierry Arbogast,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,1.992,Camera,Camera
101,998,Sylvie Landra,Sylvie Landra,Editor,EDITOR,false,Female,2.503,Editing,Editing
101,1000,Dan Weil,Dan Weil,ProductionDesign,PRODUCTIONDESIGN,false,Male,1.087,Art,Art
101,8389,Bernard Grenet,Bernard Grenet,LineProducer,LINEPRODUCER,false,Male,0.84,Production,Production
101,8392,Pascal Chaumeil,Pascal Chaumeil,FirstAssistantDirector,FIRSTASSISTANTDIRECTOR,false,Male,1.307,Directing,Directing
101,907,Magali Guidasci,Magali Guidasci,CostumeDesign,COSTUMEDESIGN,false,Female,1.411,Costume & Make-Up,Costume & Make-Up
101,999,Todd M. Thaler,Todd M. Thaler,Casting,CASTING,false,Male,1.38,Production,Production
101,1001,Gerard Drolon,Gerard Drolon,ArtDirection,ARTDIRECTION,false,Male,1.4,Art,Art
101,1002,Françoise Benoît-Fresco,Françoise Benoît-Fresco,SetDecoration,SETDECORATION,false,Female,0.84,Art,Art
101,2181,Claude Besson,Claude Besson,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,1.7,Production,Production
101,6060,Neil Corbould,Neil Corbould,SpecialEffectsAssistant,SPECIALEFFECTSASSISTANT,false,Not set/not specified,2.546,Crew,Visual Effects
101,10052,François Groult,François Groult,SoundReRecordingMixer,SOUNDRERECORDINGMIXER,false,Male,1.96,Sound,Sound
101,10054,Bruno Tarrière,Bruno Tarrière,SoundReRecordingMixer,SOUNDRERECORDINGMIXER,false,Male,0.6,Sound,Sound
101,20838,Carolyn Cartwright,Carolyn Cartwright,SetDecoration,SETDECORATION,false,Female,0.6,Art,Art
101,21971,Wing Lee,Wing Lee,AssistantArtDirector,ASSISTANTARTDIRECTOR,false,Male,0.6,Art,Art
101,28686,Gérard Lamps,Gérard Lamps,SoundReRecordingMixer,SOUNDRERECORDINGMIXER,false,Male,1.535,Sound,Sound
