movieid,castid,name,originalname,character,isadult,gender,popularity,knownfordepartment
101,1003,Jean Reno,Jean Reno,Léon Montana,false,Male,33.322,Acting
101,524,Natalie Portman,Natalie Portman,Mathilda Lando,false,Female,55.438,Acting
101,64,Gary Oldman,Gary Oldman,Norman Stansfield,false,Male,30.727,Acting
101,1004,Danny Aiello,Danny Aiello,Tony,false,Male,14.664,Acting
101,1005,Peter Appel,Peter Appel,Malky,false,Male,6.352,Acting
101,1010,Michael Badalucco,Michael Badalucco,Mathilda\'s Father,false,Male,7.543,Acting
101,13420,Ellen Greene,Ellen Greene,Mathilda\'s Mother,false,Female,10.921,Acting
101,122230,Elizabeth Regen,Elizabeth Regen,Mathilda\'s Sister,false,Female,14.856,Acting
101,977543,Carl J. Matusovich,Carl J. Matusovich,Mathilda\'s Brother,false,Male,12.452,Acting
101,1171233,Eric Challier,Eric Challier,Bodyguard Chief,false,Male,1.844,Acting
101,1006,Willi One Blood,Willi One Blood,1st Stansfield Man,false,Male,2.512,Acting
101,1007,Don Creech,Don Creech,2nd Stansfield man,false,Male,4.068,Acting
101,1008,Keith A. Glascoe,Keith A. Glascoe,3rd Stansfield man (Benny),false,Not set/not specified,3.504,Acting
101,55275,Jernard Burks,Jernard Burks,Stansfield man,false,Male,4.68,Acting
101,60638,Matt De Matt,Matt De Matt,Stansfield man,false,Male,0.6,Acting
101,138401,Frank Senger,Frank Senger,Fatman,false,Male,1.943,Acting
101,94435,Stuart Rudin,Stuart Rudin,Leon\'s Taxi driver,false,Male,4.18,Acting
101,1684441,Lucius Wyatt Cherokee,Lucius Wyatt Cherokee,Tonto,false,Male,3.332,Acting
101,64210,Maïwenn,Maïwenn,Blond Babe,false,Female,12.387,Acting
101,185351,Luc Bernard,Luc Bernard,Mickey,false,Male,0.98,Acting
101,225004,Joseph Malerba,Joseph Malerba,Stairway Swat,false,Male,1.572,Acting
101,136183,Adam Busch,Adam Busch,Manolo,false,Male,1.654,Acting
101,58533,Jessie Keosian,Jessie Keosian,Old Lady,false,Female,3.176,Acting
101,2701,George Martin,George Martin,Receptionist,false,Male,3.353,Acting
101,1684474,Alex Dezen,Alex Dezen,Ball Kid,false,Male,0.6,Acting
101,1171240,Michael Mundra,Michael Mundra,Cigarette Kid,false,Male,0.652,Acting
101,20914,Kent Broadhurst,Kent Broadhurst,1st Policeman,false,Male,3.15,Acting
101,159887,Tommy Hollis,Tommy Hollis,2nd Policeman,false,Male,7.431,Acting
101,28037,Peter Linari,Peter Linari,1st Security man,false,Male,1.673,Acting
101,614230,Betty Miller,Betty Miller,Orphanage Headmistress,false,Female,4.145,Acting
101,1684448,Arsène Jiroyan,Arsène Jiroyan,Swat Hostage,false,Male,0.6,Acting
101,185391,Geoffrey Bateman,Geoffrey Bateman,Swat Chief,false,Male,6.149,Acting
101,2312451,Peter Vizard,Peter Vizard,Doctor,false,Male,0.6,Acting
101,1316938,David W. Butler,David W. Butler,Important Jogger,false,Male,0.98,Acting
101,65831,Robert LaSardo,Robert LaSardo,Client #1,false,Male,14.039,Acting
101,1542400,Steve Gonnelo,Steve Gonnelo,3rd Security Guard,false,Male,0.6,Acting
101,95499,William James Stiggers Jr.,William James Stiggers Jr.,Subway Rapper,false,Male,1.176,Acting
