movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
201,8379,Ron Gress,Ron Gress,VisualEffectsArtDirector,VISUALEFFECTSARTDIRECTOR,false,Not set/not specified,0.694,Crew,Art
201,3687,Harry Cohen,Harry Cohen,SoundDesigner,SOUNDDESIGNER,false,Male,4.881,Sound,Sound
201,373,Doug Jackson,Doug Jackson,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Male,0.6,Sound,Sound
201,375,Bub Asman,Bub Asman,SupervisingSoundEditor,SUPERVISINGSOUNDEDITOR,false,Not set/not specified,1.566,Sound,Sound
201,796,John M. Dwyer,John M. Dwyer,SetDecoration,SETDECORATION,false,Male,1.7,Art,Art
201,904,Jeffrey L. Kimball,Jeffrey L. Kimball,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Not set/not specified,1.027,Camera,Camera
201,932,John Logan,John Logan,Screenplay,SCREENPLAY,false,Male,8.748,Writing,Writing
201,932,John Logan,John Logan,Story,STORY,false,Male,8.748,Writing,Writing
201,1760,Jerry Goldsmith,Jerry Goldsmith,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,4.82,Sound,Sound
201,2031,Amanda Mackey,Amanda Mackey,Casting,CASTING,false,Female,0.738,Production,Production
201,2083,Herman F. Zimmerman,Herman F. Zimmerman,ProductionDesign,PRODUCTIONDESIGN,false,Male,0.6,Art,Art
201,2383,Peter Lauritson,Peter Lauritson,Producer,PRODUCER,false,Male,0.6,Production,Production
201,2397,Robert Blackman,Robert Blackman,CostumeDesign,COSTUMEDESIGN,false,Not set/not specified,1.4,Costume & Make-Up,Costume & Make-Up
201,2399,Junie Lowry-Johnson,Junie Lowry-Johnson,Casting,CASTING,false,Female,1.336,Production,Production
201,2504,Marty Hornstein,Marty Hornstein,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,1.94,Production,Production
201,2523,Stuart Baird,Stuart Baird,Director,DIRECTOR,false,Male,4.007,Directing,Editing
201,2527,Cherie Baker,Cherie Baker,ArtDirection,ARTDIRECTION,false,Not set/not specified,0.6,Art,Art
201,2528,Donald B. Woodruff,Donald B. Woodruff,ArtDirection,ARTDIRECTION,false,Male,1.4,Art,Art
201,2529,Ronald R. Reiss,Ronald R. Reiss,SetDecoration,SETDECORATION,false,Male,3.813,Art,Art
201,2530,Bob Ringwood,Bob Ringwood,CostumeDesign,COSTUMEDESIGN,false,Male,1.131,Costume & Make-Up,Costume & Make-Up
201,2532,Cathy Sandrich Gelfond,Cathy Sandrich Gelfond,Casting,CASTING,false,Female,2.634,Production,Production
201,2533,Dallas Puett,Dallas Puett,Editor,EDITOR,false,Not set/not specified,1.082,Editing,Editing
201,9337,Toni-Ann Walker,Toni-Ann Walker,Hairstylist,HAIRSTYLIST,false,Female,0.6,Costume & Make-Up,Costume & Make-Up
201,8762,Scott G.G. Haller,Scott G.G. Haller,FoleyEditor,FOLEYEDITOR,false,Male,1.176,Sound,Sound
201,8848,William Ladd Skinner,William Ladd Skinner,ScenicArtist,SCENICARTIST,false,Male,1.156,Crew,Art
201,12611,Rick Stratton,Rick Stratton,MakeupArtist,MAKEUPARTIST,false,Male,2.451,Costume & Make-Up,Costume & Make-Up
201,13223,Jim Passon,Jim Passon,ColorTimer,COLORTIMER,false,Not set/not specified,5.327,Editing,Editing
201,14924,Mark Owen Forker,Mark Owen Forker,VisualEffectsSupervisor,VISUALEFFECTSSUPERVISOR,false,Male,1.22,Visual Effects,Visual Effects
201,16161,Kenneth Hall,Kenneth Hall,SupervisingMusicEditor,SUPERVISINGMUSICEDITOR,false,Male,1.4,Sound,Sound
201,14762,Robert Woodruff,Robert Woodruff,SetDesigner,SETDESIGNER,false,Male,1.38,Art,Art
201,14336,Michael Klastorin,Michael Klastorin,UnitPublicist,UNITPUBLICIST,false,Not set/not specified,2.823,Crew,Crew
201,16519,Michael Westmore,Michael Westmore,MakeupDesigner,MAKEUPDESIGNER,false,Male,8.672,Costume & Make-Up,Costume & Make-Up
201,16519,Michael Westmore,Michael Westmore,MakeupSupervisor,MAKEUPSUPERVISOR,false,Male,8.672,Costume & Make-Up,Costume & Make-Up
201,42281,Scott Herbertson,Scott Herbertson,SetDesigner,SETDESIGNER,false,Not set/not specified,0.6,Art,Art
201,32355,Zoltan Elek,Zoltan Elek,MakeupArtist,MAKEUPARTIST,false,Male,1.094,Costume & Make-Up,Costume & Make-Up
201,43592,Conrad Pope,Conrad Pope,Orchestrator,ORCHESTRATOR,false,Male,0.6,Sound,Sound
201,113043,Scott Curtis,Scott Curtis,FoleyEditor,FOLEYEDITOR,false,Male,1.4,Sound,Sound
201,113049,Galen Goodpaster,Galen Goodpaster,AssistantSoundEditor,ASSISTANTSOUNDEDITOR,false,Not set/not specified,0.6,Sound,Sound
201,113051,David Grimaldi,David Grimaldi,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Male,1.052,Sound,Sound
201,60283,Tom Southwell,Tom Southwell,ConceptArtist,CONCEPTARTIST,false,Male,1.214,Art,Art
201,60450,Mark McKenzie,Mark McKenzie,Orchestrator,ORCHESTRATOR,false,Male,0.6,Sound,Sound
201,62030,Paul C. Warschilka,Paul C. Warschilka,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Not set/not specified,1.4,Sound,Sound
201,92333,Linda Trainoff,Linda Trainoff,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,74766,Kathe Swanson,Kathe Swanson,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,83082,Joseph F. Brennan,Joseph F. Brennan,BoomOperator,BOOMOPERATOR,false,Male,0.6,Sound,Sound
201,83086,Richard Kite,Richard Kite,Cableman,CABLEMAN,false,Not set/not specified,1.38,Crew,Sound
201,102343,Allan A. Apone,Allan A. Apone,MakeupArtist,MAKEUPARTIST,false,Male,2.086,Costume & Make-Up,Costume & Make-Up
201,104028,Bart Mixon,Bart Mixon,MakeupArtist,MAKEUPARTIST,false,Male,1.438,Costume & Make-Up,Costume & Make-Up
201,566358,Elaina P. Schulman,Elaina P. Schulman,Hairstylist,HAIRSTYLIST,false,Female,1.4,Costume & Make-Up,Costume & Make-Up
201,589942,Terry Baliel,Terry Baliel,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.84,Costume & Make-Up,Costume & Make-Up
201,1127489,Joe Jackman,Joe Jackman,CGAnimator,CGANIMATOR,false,Not set/not specified,0.6,Visual Effects,Camera
201,1128452,Mark Meyers,Mark Meyers,DollyGrip,DOLLYGRIP,false,Male,1.4,Camera,Camera
201,1176343,Fred Burke,Fred Burke,FoleyEditor,FOLEYEDITOR,false,Not set/not specified,0.6,Sound,Sound
201,1179951,Robert Van Dyke,Robert Van Dyke,ConstructionForeman,CONSTRUCTIONFOREMAN,false,Not set/not specified,0.6,Art,Crew
201,1206190,Jake Garber,Jake Garber,MakeupArtist,MAKEUPARTIST,false,Male,1.837,Costume & Make-Up,Crew
201,1209419,Tim Rigby,Tim Rigby,Stunts,STUNTS,false,Male,2.877,Crew,Crew
201,1213783,Rick Berman,Rick Berman,Producer,PRODUCER,false,Male,4.131,Production,Production
201,1213783,Rick Berman,Rick Berman,Story,STORY,false,Male,4.131,Writing,Production
201,1213786,Brent Spiner,Brent Spiner,Story,STORY,false,Male,9.857,Writing,Acting
201,1219858,Glenn Cannon,Glenn Cannon,VideoAssistOperator,VIDEOASSISTOPERATOR,false,Not set/not specified,1.38,Crew,Crew
201,1227173,Robin Harlan,Robin Harlan,FoleyArtist,FOLEYARTIST,false,Not set/not specified,3.347,Sound,Sound
201,1265468,Flemming Olsen,Flemming Olsen,SecondUnitDirectorofPhotography,SECONDUNITDIRECTOROFPHOTOGRAPHY,false,Not set/not specified,0.6,Camera,Camera
201,1273377,Leo J. Napolitano,Leo J. Napolitano,CameraOperator,CAMERAOPERATOR,false,Not set/not specified,1.084,Camera,Camera
201,1274309,Randy Singer,Randy Singer,FoleyMixer,FOLEYMIXER,false,Male,0.6,Sound,Sound
201,1298887,Elizabeth Rabe,Elizabeth Rabe,AdditionalHairstylist,ADDITIONALHAIRSTYLIST,false,Not set/not specified,1.38,Costume & Make-Up,Costume & Make-Up
201,1319749,Anthony J. Scarano,Anthony J. Scarano,CostumeSupervisor,COSTUMESUPERVISOR,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,1328799,Rochelle Best,Rochelle Best,SetCostumer,SETCOSTUMER,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,1334778,Steve Callas,Steve Callas,ConstructionForeman,CONSTRUCTIONFOREMAN,false,Male,0.6,Art,Art
201,1335066,Andrew Petrotta,Andrew Petrotta,AssistantPropertyMaster,ASSISTANTPROPERTYMASTER,false,Male,0.6,Art,Art
201,1338670,Joy Zapata,Joy Zapata,HairDepartmentHead,HAIRDEPARTMENTHEAD,false,Female,4.177,Costume & Make-Up,Costume & Make-Up
201,1339317,Shawn McKay,Shawn McKay,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,1341780,Sam Mendoza,Sam Mendoza,ConstructionForeman,CONSTRUCTIONFOREMAN,false,Not set/not specified,0.6,Art,Crew
201,1342250,William S. Maxwell III,William S. Maxwell III,SetDresser,SETDRESSER,false,Not set/not specified,0.6,Art,Art
201,1355532,Kerry Lyn McKissick,Kerry Lyn McKissick,ScriptSupervisor,SCRIPTSUPERVISOR,false,Female,2.391,Directing,Directing
201,1358076,Ellis Burman Jr.,Ellis Burman Jr.,MakeupArtist,MAKEUPARTIST,false,Not set/not specified,1.269,Costume & Make-Up,Visual Effects
201,1360101,Sarah Monat,Sarah Monat,FoleyArtist,FOLEYARTIST,false,Not set/not specified,1.22,Sound,Sound
201,1368864,Chris Jenkins,Chris Jenkins,SoundReRecordingMixer,SOUNDRERECORDINGMIXER,false,Male,3.11,Sound,Sound
201,1368865,Alan Robert Murray,Alan Robert Murray,SupervisingSoundEditor,SUPERVISINGSOUNDEDITOR,false,Male,1.708,Sound,Sound
201,1375739,Jill Rockow,Jill Rockow,ProstheticMakeupArtist,PROSTHETICMAKEUPARTIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,1377502,Sam Emerson,Sam Emerson,StillPhotographer,STILLPHOTOGRAPHER,false,Not set/not specified,0.6,Camera,Camera
201,1378246,Lori Harris,Lori Harris,SetCostumer,SETCOSTUMER,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,1387541,Susan Kurtz,Susan Kurtz,DialogueEditor,DIALOGUEEDITOR,false,Female,0.828,Sound,Sound
201,1391679,Mike Szakmeister,Mike Szakmeister,DialogueEditor,DIALOGUEEDITOR,false,Male,1.048,Sound,Sound
201,1392100,Todd Isroelit,Todd Isroelit,VisualEffectsProducer,VISUALEFFECTSPRODUCER,false,Not set/not specified,0.6,Visual Effects,Visual Effects
201,1392136,Kenneth Jones,Kenneth Jones,VisualEffectsSupervisor,VISUALEFFECTSSUPERVISOR,false,Not set/not specified,0.6,Visual Effects,Visual Effects
201,1392896,Martha Johnston,Martha Johnston,SetDesigner,SETDESIGNER,false,Female,0.6,Art,Art
201,1394130,Frank A. Montaño,Frank A. Montaño,SoundReRecordingMixer,SOUNDRERECORDINGMIXER,false,Not set/not specified,1.932,Sound,Sound
201,1395025,James Wright,James Wright,DolbyConsultant,DOLBYCONSULTANT,false,Male,1.38,Sound,Sound
201,1398939,Penny Smartt-Juday,Penny Smartt-Juday,ArtDepartmentCoordinator,ARTDEPARTMENTCOORDINATOR,false,Not set/not specified,0.6,Art,Art
201,1400849,Jerry Moss,Jerry Moss,PropertyMaster,PROPERTYMASTER,false,Male,0.6,Art,Art
201,1401365,David Katz,David Katz,VideoAssistOperator,VIDEOASSISTOPERATOR,false,Not set/not specified,0.6,Crew,Crew
201,1403524,Heather J. Morrison,Heather J. Morrison,VisualEffectsEditor,VISUALEFFECTSEDITOR,false,Not set/not specified,0.828,Crew,Crew
201,1404838,Frank Smathers,Frank Smathers,SupervisingDialogueEditor,SUPERVISINGDIALOGUEEDITOR,false,Male,0.6,Sound,Sound
201,1407876,William Cawley,William Cawley,AssistantSoundEditor,ASSISTANTSOUNDEDITOR,false,Not set/not specified,0.6,Sound,Sound
201,1407878,Steve Mann,Steve Mann,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Not set/not specified,0.98,Sound,Sound
201,1412990,Gregory Lundsgaard,Gregory Lundsgaard,SteadicamOperator,STEADICAMOPERATOR,false,Male,5.289,Camera,Camera
201,1413000,Richard Schoen,Richard Schoen,KeyCostumer,KEYCOSTUMER,false,Not set/not specified,1.576,Costume & Make-Up,Costume & Make-Up
201,1415601,Judy Crown,Judy Crown,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,1417498,Richard Corwin,Richard Corwin,DialogueEditor,DIALOGUEEDITOR,false,Not set/not specified,0.6,Sound,Sound
201,1421673,Mark Eggenweiler,Mark Eggenweiler,VisualEffectsEditor,VISUALEFFECTSEDITOR,false,Not set/not specified,0.6,Crew,Editing
201,1421686,Gregory J. Schmidt,Gregory J. Schmidt,CameraOperator,CAMERAOPERATOR,false,Not set/not specified,0.6,Camera,Camera
201,1422061,James Simcik,James Simcik,SupervisingADREditor,SUPERVISINGADREDITOR,false,Male,0.6,Sound,Sound
201,1425824,Dan Delgado,Dan Delgado,ChiefLightingTechnician,CHIEFLIGHTINGTECHNICIAN,false,Not set/not specified,0.6,Lighting,Lighting
201,1428595,Jason King,Jason King,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Male,0.6,Sound,Sound
201,1432918,Daniel Nichols,Daniel Nichols,FirstAssistantCamera,FIRSTASSISTANTCAMERA,false,Male,0.6,Camera,Camera
201,1440230,Howard Neiman,Howard Neiman,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Not set/not specified,0.84,Sound,Sound
201,1452634,Scott Janush,Scott Janush,AssistantEditor,ASSISTANTEDITOR,false,Not set/not specified,1.38,Editing,Editing
201,1453274,Julia L. Walker,Julia L. Walker,Hairstylist,HAIRSTYLIST,false,Not set/not specified,1.4,Costume & Make-Up,Costume & Make-Up
201,1457696,Marsha Shearrill,Marsha Shearrill,MakeupArtist,MAKEUPARTIST,false,Female,0.6,Costume & Make-Up,Costume & Make-Up
201,1493866,Lumas Hamilton Jr.,Lumas Hamilton Jr.,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,1497999,Martin Reder,Martin Reder,LightingTechnician,LIGHTINGTECHNICIAN,false,Not set/not specified,0.6,Lighting,Camera
201,1526476,William Cueto,William Cueto,Electrician,ELECTRICIAN,false,Not set/not specified,0.6,Lighting,Lighting
201,1531531,Ora Green,Ora Green,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
201,1532244,Sandra Collier,Sandra Collier,SetCostumer,SETCOSTUMER,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
