movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
1018,3686,Johanna Ray,Johanna Ray,Casting,CASTING,false,Female,2.254,Production,Production
1018,3560,Alain Sarde,Alain Sarde,Producer,PRODUCER,false,Male,1.4,Production,Production
1018,5602,David Lynch,David Lynch,Director,DIRECTOR,false,Male,15.275,Directing,Directing
1018,5602,David Lynch,David Lynch,SoundDesigner,SOUNDDESIGNER,false,Male,15.275,Sound,Directing
1018,5602,David Lynch,David Lynch,SoundReRecordingMixer,SOUNDRERECORDINGMIXER,false,Male,15.275,Sound,Directing
1018,5602,David Lynch,David Lynch,Writer,WRITER,false,Male,15.275,Writing,Directing
1018,5604,Mary Sweeney,Mary Sweeney,Editor,EDITOR,false,Female,1.4,Editing,Production
1018,5604,Mary Sweeney,Mary Sweeney,Producer,PRODUCER,false,Female,1.4,Production,Production
1018,5624,Pierre Edelman,Pierre Edelman,ExecutiveProducer,EXECUTIVEPRODUCER,false,Not set/not specified,1.614,Production,Production
1018,5625,Neal Edelstein,Neal Edelstein,Producer,PRODUCER,false,Male,1.96,Production,Production
1018,5626,Michael Polaire,Michael Polaire,Producer,PRODUCER,false,Male,1.4,Production,Production
1018,5626,Michael Polaire,Michael Polaire,UnitProductionManager,UNITPRODUCTIONMANAGER,false,Male,1.4,Production,Production
1018,5628,Angelo Badalamenti,Angelo Badalamenti,Music,MUSIC,false,Male,2.824,Sound,Sound
1018,5632,Jack Fisk,Jack Fisk,ProductionDesign,PRODUCTIONDESIGN,false,Male,5.386,Art,Art
1018,5633,Barbara Haberecht,Barbara Haberecht,SetDecoration,SETDECORATION,false,Female,0.98,Art,Art
1018,9654,Charles Croughwell,Charles Croughwell,StuntCoordinator,STUNTCOORDINATOR,false,Male,3.499,Crew,Crew
1018,9320,Cori Glazer,Cori Glazer,ScriptSupervisor,SCRIPTSUPERVISOR,false,Not set/not specified,1.96,Directing,Directing
1018,9387,Julie Duvic,Julie Duvic,LocationManager,LOCATIONMANAGER,false,Female,0.6,Production,Production
1018,9456,Gary D\'Amico,Gary D\'Amico,SpecialEffectsCoordinator,SPECIALEFFECTSCOORDINATOR,false,Not set/not specified,0.6,Crew,Crew
1018,9517,John T. Churchill,John T. Churchill,SecondAssistantDirector,SECONDASSISTANTDIRECTOR,false,Not set/not specified,0.6,Directing,Visual Effects
