movieid,castid,name,originalname,character,isadult,gender,popularity,knownfordepartment
1018,3489,Naomi Watts,Naomi Watts,Betty Elms / Diane Selwyn,false,Female,28.727,Acting
1018,15007,Laura Harring,Laura Harring,Rita / Camilla Rhodes,false,Female,16.425,Acting
1018,15009,Justin Theroux,Justin Theroux,Adam Kesher,false,Male,26.566,Acting
1018,15008,Ann Miller,Ann Miller,Coco,false,Female,7.282,Acting
1018,1236,Mark Pellegrino,Mark Pellegrino,Joe,false,Male,14.372,Acting
1018,5694,Robert Forster,Robert Forster,Detective Harry McKnight,false,Male,20.183,Acting
1018,15011,Brent Briscoe,Brent Briscoe,Detective Neal Domgaard,false,Male,3.198,Acting
1018,6486,Dan Hedaya,Dan Hedaya,Vincenzo Castigliane,false,Male,7.884,Acting
1018,5628,Angelo Badalamenti,Angelo Badalamenti,Luigi Castigliane,false,Male,2.824,Sound
1018,6589,Monty Montgomery,Monty Montgomery,Cowboy,false,Not set/not specified,0.84,Production
1018,30123,Lee Grant,Lee Grant,Louise Bonner,false,Female,5.845,Acting
1018,14852,James Karen,James Karen,Wally Brown,false,Male,6.635,Acting
1018,15013,Chad Everett,Chad Everett,Jimmy Katz,false,Male,10.164,Acting
1018,1172399,Richard Green,Richard Green,Magician,false,Not set/not specified,1.008,Acting
1018,230725,Rebekah Del Rio,Rebekah Del Rio,Herself,false,Female,2.503,Acting
1018,27755,Melissa George,Melissa George,Camilla Rhodes,false,Female,21.23,Acting
1018,14796,Jeanne Bates,Jeanne Bates,Irene,false,Female,6.194,Acting
1018,1037878,Dan Birnbaum,Dan Birnbaum,Irene\'s Companion,false,Not set/not specified,0.6,Acting
1018,15010,Lori Heuring,Lori Heuring,Lorraine Kesher,false,Female,15.43,Acting
1018,154605,Marcus Graham,Marcus Graham,Vincent Darby,false,Male,1.4,Acting
1018,123517,Michael J. Anderson,Michael J. Anderson,Mr. Roque,false,Male,6.061,Acting
1018,52801,Patrick Fischler,Patrick Fischler,Dan,false,Male,17.708,Acting
1018,1172388,Michael Cooke,Michael Cooke,Herb,false,Male,0.6,Acting
1018,87287,Bonnie Aarons,Bonnie Aarons,Bum,false,Female,17.494,Acting
1018,54864,Geno Silva,Geno Silva,Cookie Park Hotel Manager / Club Silencio M.C.,false,Male,6.801,Acting
1018,78887,Billy Ray Cyrus,Billy Ray Cyrus,Gene,false,Male,3.591,Acting
1018,177100,Vincent Castellanos,Vincent Castellanos,Ed,false,Male,7.256,Acting
1018,52145,Wayne Grace,Wayne Grace,Bob Brooker,false,Male,3.615,Acting
1018,140356,Rita Taggart,Rita Taggart,Linney James,false,Female,2.647,Acting
1018,163642,Michele Hicks,Michele Hicks,Nicki Pelazza,false,Not set/not specified,13.303,Acting
1018,34274,Lisa Lackey,Lisa Lackey,Carol,false,Female,5.814,Acting
1018,70947,Tad Horino,Tad Horino,Taka,false,Male,6.142,Acting
1018,53646,Missy Crider,Missy Crider,Waitress at Winkie’s (Diane / Betty),false,Female,8.111,Acting
1018,21803,Kate Forster,Kate Forster,Martha Johnson,false,Not set/not specified,1.577,Acting
1018,13644,Tony Longo,Tony Longo,Kenny,false,Male,3.301,Acting
1018,84707,Michael Fairman,Michael Fairman,Jason,false,Male,6.928,Acting
1018,9306,Scott Coffey,Scott Coffey,Wilkins,false,Male,2.565,Acting
1018,66877,Rena Riffel,Rena Riffel,Laney,false,Female,11.669,Acting
1018,15012,Katharine Towne,Katharine Towne,Cynthia Jenzen,false,Female,17.608,Acting
1018,65334,Michael Des Barres,Michael Des Barres,Billy Deznutz,false,Male,4.19,Acting
1018,79654,Robert Katims,Robert Katims,Ray Hott,false,Male,1.4,Acting
1018,1172386,Randall Wulff,Randall Wulff,Limo Driver,false,Not set/not specified,1.4,Acting
1018,1172387,Maya Bond,Maya Bond,Ruth Elms,false,Not set/not specified,1.114,Acting
1018,1172389,Joseph Kearney,Joseph Kearney,Roque\'s Manservant,false,Not set/not specified,0.6,Acting
1018,1172390,Enrique Buelna,Enrique Buelna,Back of Head Man,false,Not set/not specified,0.6,Acting
1018,1172391,Richard Mead,Richard Mead,Hairy-Armed Man,false,Not set/not specified,0.6,Acting
1018,141808,Daniel Rey,Daniel Rey,Valet Attendant,false,Male,0.6,Acting
1018,194624,David Schroeder,David Schroeder,Robert Smith,false,Not set/not specified,1.4,Acting
1018,1172392,Tom Morris,Tom Morris,Espresso Man,false,Not set/not specified,0.6,Acting
1018,8180,Mo Gallini,Mo Gallini,Castigliane Limo Driver,false,Male,7.193,Acting
1018,1172393,Diane Nelson,Diane Nelson,Heavy-Set Woman,false,Female,0.6,Acting
1018,9654,Charles Croughwell,Charles Croughwell,Vacuum Man,false,Male,3.499,Crew
1018,1172395,Lisa K. Ferguson,Lisa K. Ferguson,Julie Chadwick,false,Not set/not specified,0.6,Production
1018,55929,William Ostrander,William Ostrander,2nd Assistant Director,false,Male,3.62,Acting
1018,174012,Brian Beacock,Brian Beacock,Backup Singer #1,false,Male,0.6,Acting
1018,41690,Blake Lindsley,Blake Lindsley,Backup Singer #2,false,Female,3.889,Acting
1018,1172396,Adrien Curry,Adrien Curry,Backup Singer #3,false,Not set/not specified,0.6,Acting
1018,1172397,Tyrah M. Lindsey,Tyrah M. Lindsey,Backup Singer #4,false,Not set/not specified,1.4,Acting
1018,1172398,Michael D. Weatherred,Michael D. Weatherred,Hank,false,Male,0.6,Acting
1018,961740,Johanna Stein,Johanna Stein,Woman in #12,false,Female,0.84,Acting
1018,1172400,Conte Candoli,Conte Candoli,Club Silencio Trumpet Player,false,Not set/not specified,0.6,Acting
1018,9320,Cori Glazer,Cori Glazer,Blue-Haired Lady,false,Not set/not specified,1.96,Directing
1018,1172401,Lyssie Powell,Lyssie Powell,Blond in Bed (Corpse) in #17,false,Not set/not specified,0.6,Acting
1018,1172402,Kimberly Clever,Kimberly Clever,Dancer,false,Not set/not specified,0.6,Acting
1018,1172403,Joshua Collazo,Joshua Collazo,Dancer,false,Not set/not specified,0.6,Acting
