movieid,castid,name,originalname,character,isadult,gender,popularity,knownfordepartment
901,13848,Charlie Chaplin,Charlie Chaplin,Tramp,false,Male,29.579,Acting
901,13852,Virginia Cherrill,Virginia Cherrill,A Blind Girl,false,Female,1.4,Acting
901,13854,Harry Myers,Harry Myers,An Eccentric Millionaire,false,Male,0.84,Acting
901,13855,Al Ernest Garcia,Al Ernest Garcia,The Millionaire\'s Butler James,false,Male,2.9,Acting
901,13856,Hank Mann,Hank Mann,A Prizefighter,false,Male,6.62,Acting
901,21306,Albert Austin,Albert Austin,Street Sweeper / Burglar (uncredited),false,Male,0.776,Acting
901,1041513,Eddie Baker,Eddie Baker,Boxing Fight Referee (uncredited),false,Male,2.154,Acting
901,14438,Henry Bergman,Henry Bergman,Mayor / Blind Girl\'s Downstairs Neighbor (uncredited),false,Male,4.369,Acting
901,1130467,Buster Brodie,Buster Brodie,Bald Party Guest (uncredited),false,Not set/not specified,0.6,Acting
901,1158634,Jeanne Carpenter,Jeanne Carpenter,Extra in Restaurant Scene (uncredited),false,Not set/not specified,1.38,Acting
901,1058147,Tom Dempsey,Tom Dempsey,Boxer (uncredited),false,Male,0.6,Acting
901,199922,James Donnelly,James Donnelly,Steet Sweepers\' Foreman (uncredited),false,Male,1.38,Acting
901,1241877,Ray Erlenborn,Ray Erlenborn,Newsboy (uncredited),false,Not set/not specified,0.828,Acting
901,1170840,Robert Graves,Robert Graves,Police Officer (uncredited),false,Not set/not specified,0.6,Acting
901,1375423,Charles Hammond,Charles Hammond,Extra in Street Scene (uncredited),false,Male,0.6,Acting
901,1467782,Joseph Herrick,Joseph Herrick,Extra in Boxing Scene (uncredited),false,Not set/not specified,0.6,Acting
901,109455,Austen Jewell,Austen Jewell,Newsboy (uncredited),false,Not set/not specified,1.4,Directing
901,1271657,Willie Keeler,Willie Keeler,Boxer (uncredited),false,Not set/not specified,0.6,Acting
901,8514,Robert Parrish,Robert Parrish,Newsboy (uncredited),false,Male,1.851,Directing
901,21310,John Rand,John Rand,Tramp Who Dives for Cigar (uncredited),false,Male,1.67,Acting
901,128165,W.C. Robinson,W.C. Robinson,Man Who Throws Away Cigar (uncredited),false,Not set/not specified,0.694,Acting
901,1289626,Cy Slocum,Cy Slocum,Extra in Boxing Scene (uncredited),false,Male,0.98,Acting
901,1313047,Tony Stabenau,Tony Stabenau,Victorious Boxer - Later Knocked Out (uncredited),false,Not set/not specified,1.38,Acting
901,1421138,Mark Strong,Mark Strong,Man in Restaurant (uncredited),false,Male,1.4,Acting
901,98009,Tiny Ward,Tiny Ward,Man in Elevator in Front of the Art Shop (uncredited),false,Not set/not specified,0.828,Acting
901,1019389,Stanhope Wheatcroft,Stanhope Wheatcroft,Distinguished Gentleman in Cafe (uncredited),false,Male,0.6,Acting
901,1269827,Florence Wix,Florence Wix,Woman Who Sits on Cigar (uncredited),false,Female,4.866,Acting
901,1518443,Granville Redmond,Granville Redmond,Sculptor (uncredited),false,Not set/not specified,0.6,Acting
901,2913936,Florence Lee,Florence Lee,The Blind Girl\'s Grandmother,false,Not set/not specified,0.6,Acting
901,82315,Jean Harlow,Jean Harlow,Diner in Restaurant (deleted scene),false,Female,10.9,Acting
902,2372,Ron Perlman,Ron Perlman,One,false,Male,29.717,Acting
902,2413,Dominique Pinon,Dominique Pinon,The Diver / The Clones,false,Male,7.196,Acting
902,13842,Judith Vittet,Judith Vittet,Miette,false,Not set/not specified,2.94,Acting
902,13843,Daniel Emilfork,Daniel Emilfork,Krank,false,Male,4.379,Acting
902,13687,Jean-Claude Dreyfus,Jean-Claude Dreyfus,Marcello,false,Male,2.164,Acting
902,13845,Geneviève Brunet,Geneviève Brunet,The Octopus,false,Female,1.044,Acting
902,13846,Odile Mallet,Odile Mallet,The Octopus,false,Female,1.686,Acting
902,4394,Mireille Mossé,Mireille Mossé,Miss Bismuth,false,Not set/not specified,1.686,Acting
902,2410,Serge Merlin,Serge Merlin,Gabriel Marie (Cyclops Leader),false,Male,5.451,Acting
902,2407,Rufus,Rufus,Peeler,false,Male,2.439,Acting
902,13689,Ticky Holgado,Ticky Holgado,Ex-Acrobat,false,Male,4.724,Acting
902,100861,Cris Huerta,Cris Huerta,Father,false,Male,2.58,Acting
902,1352,Jean-Louis Trintignant,Jean-Louis Trintignant,L\'oncle Irvin (voice),false,Male,8.044,Acting
902,1653016,Joseph Lucien,Joseph Lucien,Denree,false,Not set/not specified,0.6,Acting
902,103119,Mapi Galán,Mapi Galán,Lune,false,Female,5.763,Acting
902,1653017,Briac Barthélémy,Briac Barthélémy,Bottle,false,Not set/not specified,0.6,Acting
902,1653018,Pierre-Quentin Faesch,Pierre-Quentin Faesch,Pipo,false,Male,0.98,Acting
902,131998,Alexis Pivot,Alexis Pivot,Tadpole,false,Not set/not specified,1.38,Acting
902,77904,François Hadji-Lazaro,François Hadji-Lazaro,Killer,false,Male,1.909,Acting
902,28462,Dominique Bettenfeld,Dominique Bettenfeld,Bogdan,false,Male,1.884,Acting
902,77905,Lotfi Yahya Jedidi,Lotfi Yahya Jedidi,Melchior,false,Male,1.96,Acting
902,240388,Thierry Gibault,Thierry Gibault,Brutus,false,Male,1.96,Acting
902,13680,Marc Caro,Marc Caro,Brother Ange-Joseph,false,Male,0.716,Directing
902,992717,Ham-Chau Luong,Ham-Chau Luong,Tattoo Artist,false,Male,1.646,Acting
902,17618,Frankie Pain,Frankie Pain,Barmaid,false,Female,2.833,Acting
902,1323011,Enrique Villanueva,Enrique Villanueva,Spainard,false,Not set/not specified,0.6,Acting
902,97062,Dominique Chevalier,Dominique Chevalier,Tied-up Guard,false,Male,0.716,Acting
902,2409,Lorella Cravotta,Lorella Cravotta,Woman at Her Window,false,Female,1.4,Acting
902,580580,Éric Houzelot,Éric Houzelot,Soldier,false,Not set/not specified,0.6,Acting
902,1176105,Philippe Beautier,Philippe Beautier,Double Clones,false,Male,1.008,Acting
902,1336073,Marc Amyot,Marc Amyot,Double Clones #2,false,Male,2.556,Acting
902,566292,Jean-Philippe Labadie,Jean-Philippe Labadie,Double Clones,false,Not set/not specified,0.6,Production
902,1048762,Raphaèle Bouchard,Raphaèle Bouchard,"Miette, Age",false,Female,1.615,Acting
902,1330767,Elisabeth Etienne,Elisabeth Etienne,"Miette, Age 37",false,Female,1.415,Acting
902,1529774,Rachel Boulenger,Rachel Boulenger,"Miette, Age 43",false,Not set/not specified,0.6,Acting
902,1242620,Michel Motu,Michel Motu,"Krank, Age 45",false,Not set/not specified,0.6,Acting
902,9745,Nane Germon,Nane Germon,"Miette, Age 82",false,Female,3.063,Acting
902,2528234,Léo Rubion,Léo Rubion,Jeannot,false,Not set/not specified,0.6,Acting
902,2528235,Guillaume Billod-Morel,Guillaume Billod-Morel,Child,false,Not set/not specified,0.6,Acting
902,2528236,Bezak,Bezak,Helmsman,false,Not set/not specified,0.6,Acting
902,2330401,Hong Mai Thomas,Hong Mai Thomas,Tattoo Artist\'s Wife,false,Female,0.6,Acting
902,2528237,René Pivot,René Pivot,Glazier,false,Not set/not specified,0.6,Acting
902,2528238,Daniel Adric,Daniel Adric,Cyclops,false,Not set/not specified,0.6,Acting
902,1662908,Christophe Salengro,Christophe Salengro,Soldier,false,Male,0.6,Acting
902,2528239,René Marquant,René Marquant,Captain,false,Not set/not specified,0.6,Acting
902,2528240,Michel Smolianoff,Michel Smolianoff,Awake Tramp,false,Male,0.6,Acting
902,2528241,Lili Cognard,Lili Cognard,Winner,false,Not set/not specified,0.6,Acting
902,2528242,Angélique Philibert,Angélique Philibert,Stripper,false,Not set/not specified,0.6,Acting
902,2198307,Marie Piémontèse,Marie Piémontèse,Stripper,false,Not set/not specified,1.176,Acting
902,2528243,Antoinette Dias,Antoinette Dias,Stripper,false,Not set/not specified,0.6,Acting
902,2528244,Zak Russomanno,Zak Russomanno,Stripper,false,Not set/not specified,0.6,Acting
902,2528246,Djamila Bouda,Djamila Bouda,Stripper,false,Not set/not specified,0.84,Acting
902,2528247,Lauren Geoffroy,Lauren Geoffroy,Stripper,false,Not set/not specified,0.6,Acting
902,2053370,Cyril Aubin,Cyril Aubin,Double Clones #4,false,Male,1.38,Acting
902,2528251,Bruno Journée,Bruno Journée,Double Clones #5,false,Not set/not specified,0.6,Acting
902,2528256,Jérémie Freund,Jérémie Freund,"Krank, Age 12",false,Not set/not specified,0.6,Acting
902,2528259,Joris Geneste,Joris Geneste,"Krank, Age 36",false,Not set/not specified,0.6,Acting
902,2528267,Julie Bernard,Julie Bernard,Child,false,Not set/not specified,0.6,Acting
902,2528269,Valentin Simonet,Valentin Simonet,Child,false,Not set/not specified,0.6,Acting
902,2528273,Eglantine Blanckaert,Eglantine Blanckaert,Schoolchild,false,Not set/not specified,0.6,Acting
902,2528275,Gaëtan Bouyala,Gaëtan Bouyala,Schoolchild,false,Not set/not specified,0.6,Acting
902,2528276,Mickael Bussinger,Mickael Bussinger,Schoolchild,false,Not set/not specified,0.6,Acting
902,2528277,Jonathan Gatinois,Jonathan Gatinois,Schoolchild,false,Not set/not specified,0.6,Acting
902,2528278,Joshka Kaufmann,Joshka Kaufmann,Schoolchild,false,Not set/not specified,0.6,Acting
902,2528279,Morgan Mariac,Morgan Mariac,Schoolchild,false,Not set/not specified,0.6,Acting
902,2528281,Caroline Marsily,Caroline Marsily,Schoolchild,false,Not set/not specified,0.6,Acting
902,2528283,Geoffroy Morange,Geoffroy Morange,Schoolchild,false,Not set/not specified,0.6,Acting
902,2528285,Sébastien Thaissart,Sébastien Thaissart,Schoolchild,false,Not set/not specified,0.6,Acting
902,2528286,Charlotte Bienfait,Charlotte Bienfait,Baby,false,Not set/not specified,0.6,Acting
902,2528287,Camille Dufeu,Camille Dufeu,Baby,false,Not set/not specified,0.6,Acting
902,2528288,Robinson Fouille,Robinson Fouille,Baby,false,Not set/not specified,0.6,Acting
902,2528289,Alysia Hoffeurt,Alysia Hoffeurt,Baby,false,Not set/not specified,0.6,Acting
902,2528290,Sandy Kontargyris,Sandy Kontargyris,Baby,false,Not set/not specified,0.98,Acting
902,2528291,Andrew Laupen,Andrew Laupen,Baby,false,Not set/not specified,0.6,Acting
902,2528294,Théo Madueno,Théo Madueno,Baby,false,Not set/not specified,0.6,Acting
902,228718,Arthur Mazet,Arthur Mazet,Baby,false,Male,1.4,Acting
902,2528295,Fackry M\'Saidie,Fackry M\'Saidie,Baby,false,Not set/not specified,0.6,Acting
902,2528296,Gabriel Pierre,Gabriel Pierre,Baby,false,Not set/not specified,0.6,Acting
902,2528297,Bérangère Pivot,Bérangère Pivot,Baby,false,Not set/not specified,0.6,Acting
902,2528298,Charlotte Ribaud-Chevrey,Charlotte Ribaud-Chevrey,Baby,false,Not set/not specified,0.6,Acting
902,2528299,Laura Robert,Laura Robert,Baby,false,Not set/not specified,0.6,Acting
902,2528300,Caroline Rochand,Caroline Rochand,Baby,false,Not set/not specified,0.6,Acting
902,2528301,Carolane Yvan,Carolane Yvan,Baby,false,Not set/not specified,0.6,Acting
902,2528302,Margot Tostivint,Margot Tostivint,Baby,false,Not set/not specified,0.6,Acting
902,2528303,Buster Verbraeken,Buster Verbraeken,"Krank, Age 4",false,Not set/not specified,0.6,Acting
902,2406,Mathieu Kassovitz,Mathieu Kassovitz,Man on the Street (uncredited),false,Male,11.369,Acting
903,3636,Paul Newman,Paul Newman,Luke Jackson,false,Male,23.03,Acting
903,12950,George Kennedy,George Kennedy,Dragline,false,Male,6.458,Acting
903,8962,Luke Askew,Luke Askew,Boss Paul,false,Male,3.391,Acting
903,13869,Morgan Woodward,Morgan Woodward,Boss Godfrey,false,Male,8.882,Acting
903,5048,Harry Dean Stanton,Harry Dean Stanton,Tramp,false,Male,8.945,Acting
903,2778,Dennis Hopper,Dennis Hopper,Babalugats,false,Male,16.331,Acting
903,13871,Lou Antonio,Lou Antonio,Koko,false,Male,6.315,Directing
903,13872,Robert Drivas,Robert Drivas,Loudmouth Steve,false,Not set/not specified,0.822,Acting
903,8260,Strother Martin,Strother Martin,Captain,false,Male,9.591,Acting
903,2752,Jo Van Fleet,Jo Van Fleet,Arletta,false,Female,10.306,Acting
903,10224,Clifton James,Clifton James,Carr,false,Male,7.762,Acting
903,13874,Marc Cavell,Marc Cavell,Rabbitt,false,Male,1.677,Acting
903,2751,Richard Davalos,Richard Davalos,Blind Dick,false,Male,1.96,Acting
903,13875,Robert Donner,Robert Donner,Boss Shorty,false,Male,1.402,Acting
903,19106,J.D. Cannon,J.D. Cannon,Society Red,false,Male,4.062,Acting
903,10671,Joe Don Baker,Joe Don Baker,Fixer,false,Male,10.255,Acting
903,16433,James Gammon,James Gammon,Sleepy,false,Male,12.388,Acting
903,25579,Chuck Hicks,Chuck Hicks,Chief,false,Male,1.96,Acting
903,22250,Rance Howard,Rance Howard,Sheriff,false,Male,1.418,Acting
903,79646,James Jeter,James Jeter,Wickerman,false,Male,1.434,Acting
903,153591,Joy Harmon,Joy Harmon,The Girl,false,Female,10.22,Acting
903,2516,Anthony Zerbe,Anthony Zerbe,Dog Boy,false,Male,12.278,Acting
903,98204,Warren Finnerty,Warren Finnerty,Tattoo,false,Male,0.6,Acting
903,16558,John McLiam,John McLiam,Boss Keen,false,Male,2.577,Acting
903,55423,Wayne Rogers,Wayne Rogers,Gambler,false,Male,9.733,Acting
903,4974,Charles Tyner,Charles Tyner,Boss Higgins,false,Male,7.825,Acting
903,8853,Ralph Waite,Ralph Waite,Alibi,false,Male,13.017,Acting
903,111489,Buck Kartalian,Buck Kartalian,Dynamite,false,Male,3.525,Acting
903,195854,Kim Kahana,Kim Kahana,Convict (uncredited),false,Not set/not specified,2.111,Crew
903,13860,Donn Pearce,Donn Pearce,Sailor (uncredited),false,Male,0.828,Writing
903,9225,John Pearce,John Pearce,John (uncredited),false,Male,1.4,Acting
903,151859,Rush Williams,Rush Williams,Patrolman (uncredited),false,Male,1.012,Acting
904,2428,Ernst Lubitsch,Ernst Lubitsch,Siegmund Lachmann,false,Male,1.937,Directing
904,13881,Martha Kriwitz,Martha Kriwitz,Lilly Maass,false,Not set/not specified,0.98,Acting
904,2423593,Victor Arnold,Victor Arnold,J. C. Berg,false,Male,1.003,Acting
904,13882,Albert Paulig,Albert Paulig,Charly Forst,false,Male,0.6,Acting
904,13883,Alfred Kühne,Alfred Kühne,Herr Hofman,false,Male,0.6,Acting
904,36142,Hugo Döblin,Hugo Döblin,,false,Not set/not specified,0.98,Acting
904,1121846,Ressel Orla,Ressel Orla,,false,Female,1.96,Acting
905,13904,Louise Brooks,Louise Brooks,Lulu,false,Female,2.796,Acting
905,13905,Fritz Kortner,Fritz Kortner,Dr. Ludwig Schön,false,Male,2.647,Acting
905,13906,Francis Lederer,Francis Lederer,Alwa Schön,false,Male,2.918,Acting
905,13907,Carl Goetz,Carl Goetz,Schigolch,false,Not set/not specified,0.98,Acting
905,13908,Krafft-Raschig,Krafft-Raschig,Rodrigo Quast,false,Not set/not specified,0.6,Acting
905,13909,Alice Roberts,Alice Roberts,Countess Anna Geschwitz,false,Female,0.6,Acting
905,1359939,Daisy D\'Ora,Daisy D\'Ora,Charlotte Marie Adelaide von Zarnikow,false,Female,0.6,Acting
905,32004,Gustav Diessl,Gustav Diessl,Jack the Ripper,false,Male,0.608,Acting
905,1048920,Michael von Newlinsky,Michael von Newlinsky,Marquis Casti-Piani,false,Male,1.052,Acting
905,48064,Sig Arno,Sig Arno,The Stage Manager,false,Male,1.397,Acting
906,13892,Lilian Harvey,Lilian Harvey,Lilian Cossmann,false,Female,1.252,Acting
906,12745,Heinz Rühmann,Heinz Rühmann,Hans,false,Male,2.086,Acting
906,13893,Willy Fritsch,Willy Fritsch,Willy,false,Male,1.294,Acting
906,13894,Oskar Karlweis,Oskar Karlweis,Kurt,false,Male,1.3,Acting
906,13896,Fritz Kampers,Fritz Kampers,Konsul Cossmann,false,Male,0.764,Acting
906,13897,Olga Tschechowa,Olga Tschechowa,Edith von Turoff,false,Female,1.712,Acting
906,2897,Kurt Gerron,Kurt Gerron,Rechtsanwalt Kalmus,false,Male,1.4,Acting
906,13898,Gertrud Wolle,Gertrud Wolle,Sekretärin,false,Female,0.6,Acting
906,2494,Felix Bressart,Felix Bressart,Gerichtsvollzieher,false,Male,1.166,Acting
906,590705,Leo Monosson,Leo Monosson,Sänger,false,Male,0.6,Acting
906,1660464,Comedian Harmonists,Comedian Harmonists,Barkeeper,false,Not set/not specified,0.6,Acting
907,5004,Omar Sharif,Omar Sharif,Dr. Yuri Zhivago,false,Male,16.377,Acting
907,1666,Julie Christie,Julie Christie,Lara Antipova,false,Female,15.421,Acting
907,400,Geraldine Chaplin,Geraldine Chaplin,Tonya Gromeko,false,Female,17.063,Acting
907,522,Rod Steiger,Rod Steiger,Viktor Komarovsky,false,Male,7.417,Acting
907,12248,Alec Guinness,Alec Guinness,Gen. Yevgraf Zhivago,false,Male,12.002,Acting
907,14011,Tom Courtenay,Tom Courtenay,Pasha Antipov / Strelnikov,false,Male,14.178,Acting
907,14012,Siobhán McKenna,Siobhán McKenna,Anna,false,Female,4.351,Acting
