movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
901,3945,Charles D. Hall,Charles D. Hall,SetDecoration,SETDECORATION,false,Male,1.4,Art,Art
901,8503,Alfred Newman,Alfred Newman,MusicDirector,MUSICDIRECTOR,false,Male,1.562,Sound,Sound
901,13848,Charlie Chaplin,Charlie Chaplin,Screenplay,SCREENPLAY,false,Male,29.579,Writing,Acting
901,13848,Charlie Chaplin,Charlie Chaplin,Director,DIRECTOR,false,Male,29.579,Directing,Acting
901,13848,Charlie Chaplin,Charlie Chaplin,Editor,EDITOR,false,Male,29.579,Editing,Acting
901,13848,Charlie Chaplin,Charlie Chaplin,Producer,PRODUCER,false,Male,29.579,Production,Acting
901,13848,Charlie Chaplin,Charlie Chaplin,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,29.579,Sound,Acting
901,13849,Gordon Pollock,Gordon Pollock,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.6,Camera,Crew
901,13851,Theodore Reed,Theodore Reed,SoundDesigner,SOUNDDESIGNER,false,Male,1.38,Sound,Directing
901,13855,Al Ernest Garcia,Al Ernest Garcia,Casting,CASTING,false,Male,2.9,Production,Acting
901,14020,Roland Totheroh,Roland Totheroh,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,1.22,Camera,Camera
901,14021,Willard Nico,Willard Nico,Editor,EDITOR,false,Male,1.176,Editing,Editing
901,14438,Henry Bergman,Henry Bergman,AssistantDirector,ASSISTANTDIRECTOR,false,Male,4.369,Directing,Acting
901,21306,Albert Austin,Albert Austin,AssistantDirector,ASSISTANTDIRECTOR,false,Male,0.776,Directing,Acting
901,29758,Arthur Johnston,Arthur Johnston,Music,MUSIC,false,Not set/not specified,0.6,Sound,Sound
901,65276,José Padilla,José Padilla,AdditionalMusic,ADDITIONALMUSIC,false,Male,0.6,Crew,Sound
901,147963,Harry Crocker,Harry Crocker,Screenplay,SCREENPLAY,false,Male,2.622,Writing,Acting
901,147963,Harry Crocker,Harry Crocker,UnitPublicist,UNITPUBLICIST,false,Male,2.622,Crew,Acting
901,147963,Harry Crocker,Harry Crocker,AssistantDirector,ASSISTANTDIRECTOR,false,Male,2.622,Directing,Acting
