movieid,castid,name,originalname,character,isadult,gender,popularity,knownfordepartment
801,2157,Robin Williams,Robin Williams,Adrian Cronauer,false,Male,19.72,Acting
801,2178,Forest Whitaker,Forest Whitaker,Edward Montesque Garlick,false,Male,16.075,Acting
801,11960,Tung Thanh Tran,Tung Thanh Tran,Tuan,false,Not set/not specified,7.634,Acting
801,11961,Chintara Sukapatana,Chintara Sukapatana,Trinh,false,Female,16.777,Acting
801,9257,Bruno Kirby,Bruno Kirby,Lt. Steven Hauk,false,Male,17.884,Acting
801,4040,Robert Wuhl,Robert Wuhl,Marty Lee Dreiwitz,false,Male,7.26,Acting
801,22131,J. T. Walsh,J. T. Walsh,Sgt. Major Dickerson,false,Male,12.306,Acting
801,31005,Noble Willingham,Noble Willingham,Gen. Taylor,false,Male,6.01,Acting
801,6396,Richard Edson,Richard Edson,Pvt. Abersold,false,Male,5.911,Acting
801,14330,Juney Smith,Juney Smith,Phil McPherson,false,Male,4.998,Acting
801,4255,Richard Portnow,Richard Portnow,Dan \'The Man\' Levitan,false,Male,4.103,Acting
801,184378,Cu Ba Nguyen,Cu Ba Nguyen,Jimmy Wah,false,Not set/not specified,4.468,Acting
801,16185,Dan Stanton,Dan Stanton,Censor #1,false,Male,6.637,Acting
801,16184,Don Stanton,Don Stanton,Censor #2,false,Male,1.712,Acting
801,1218025,Floyd Vivino,Floyd Vivino,Eddie Kirk,false,Not set/not specified,1.22,Acting
801,2982629,Vanlap Sangko,Vanlap Sangko,Viet Cong Leader in Jungle,false,Not set/not specified,0.6,Acting
801,2982637,Sangad Sangkao,Sangad Sangkao,Viet Cong Leader in Jungle,false,Not set/not specified,0.6,Acting
801,2982645,Kien Chufak,Kien Chufak,Etudiant vietnamien,false,Not set/not specified,0.6,Acting
801,2982758,Christopher Mangan,Christopher Mangan,Convoy Soldier,false,Not set/not specified,0.6,Acting
802,2091,James Mason,James Mason,Prof. Humbert Humbert,false,Male,11.277,Acting
802,7632,Shelley Winters,Shelley Winters,Charlotte Haze,false,Female,14.045,Acting
802,12445,Sue Lyon,Sue Lyon,Dolores \'Lolita\' Haze,false,Female,13.157,Acting
802,12450,Gary Cockrell,Gary Cockrell,Richard T. \'Dick\' Siller,false,Male,3.529,Acting
802,12449,Jerry Stovin,Jerry Stovin,John Farlow,false,Male,2.754,Acting
802,12448,Diana Decker,Diana Decker,Jean Farlow,false,Female,1.488,Acting
802,9878,Lois Maxwell,Lois Maxwell,Nurse Mary Lore,false,Female,16.182,Acting
802,9913,Cec Linder,Cec Linder,Physician,false,Male,4.191,Acting
802,12451,Bill Greene,Bill Greene,George Swine,false,Male,0.98,Acting
802,12452,Shirley Douglas,Shirley Douglas,Mrs. Starch,false,Female,3.279,Acting
802,106628,Marianne Stone,Marianne Stone,Vivian Darkbloom,false,Female,4.794,Acting
802,943721,Marion Mathie,Marion Mathie,Miss Lebone,false,Female,4.611,Acting
802,96762,James Dyrenforth,James Dyrenforth,Frederick Beale Sr.,false,Male,0.6,Acting
802,2639482,Maxine Holden,Maxine Holden,Miss Fromkiss,false,Not set/not specified,0.6,Acting
802,12447,John Harrison,John Harrison,Tom,false,Male,0.6,Acting
802,108653,Colin Maitland,Colin Maitland,Charlie Sedgewick,false,Not set/not specified,1.943,Acting
802,81933,Terry Kilburn,Terry Kilburn,Man (as Terence Kilburn),false,Male,0.788,Acting
802,584084,C. Denier Warren,C. Denier Warren,Potts,false,Male,0.6,Acting
802,93479,Roland Brand,Roland Brand,Bill Crest,false,Male,1.285,Acting
802,12446,Peter Sellers,Peter Sellers,Clare Quilty,false,Male,6.608,Acting
803,11989,Michel Bouquet,Michel Bouquet,Narrator (voice) (uncredited),false,Male,7.338,Acting
803,11990,Reinhard Heydrich,Reinhard Heydrich,Self (archive footage) (uncredited),false,Male,1.214,Acting
