movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
801,949,Louis DiGiaimo,Louis DiGiaimo,Casting,CASTING,false,Male,1.38,Production,Production
801,5022,Roy Walker,Roy Walker,ProductionDesign,PRODUCTIONDESIGN,false,Male,1.38,Art,Art
801,8246,Barry Levinson,Barry Levinson,Director,DIRECTOR,false,Male,4.998,Directing,Directing
801,5162,Mark Johnson,Mark Johnson,Producer,PRODUCER,false,Male,4.091,Production,Production
801,5166,Stu Linder,Stu Linder,Editor,EDITOR,false,Male,0.6,Editing,Editing
801,10536,Alex North,Alex North,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,1.027,Sound,Sound
801,8649,Keith Denny,Keith Denny,CostumeDesign,COSTUMEDESIGN,false,Male,0.6,Costume & Make-Up,Costume & Make-Up
801,8973,Steve Spence,Steve Spence,ArtDirection,ARTDIRECTION,false,Male,0.6,Art,Art
801,11956,Mitch Markowitz,Mitch Markowitz,Writer,WRITER,false,Male,1.4,Writing,Writing
801,11957,Larry Brezner,Larry Brezner,Producer,PRODUCER,false,Male,0.6,Production,Production
801,11958,Peter Sova,Peter Sova,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.848,Camera,Camera
801,11959,Tessa Davies,Tessa Davies,SetDecoration,SETDECORATION,false,Female,0.6,Art,Art
801,29064,Mike Lockey,Mike Lockey,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
801,74693,Eric Allwright,Eric Allwright,MakeupArtist,MAKEUPARTIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
802,240,Stanley Kubrick,Stanley Kubrick,Director,DIRECTOR,false,Male,13.646,Directing,Directing
802,254,H.L. Bird,H.L. Bird,SoundRecordist,SOUNDRECORDIST,false,Not set/not specified,0.6,Sound,Sound
802,255,Winston Ryder,Winston Ryder,ADREditor,ADREDITOR,false,Not set/not specified,4.888,Sound,Sound
802,2288,James Liggat,James Liggat,Casting,CASTING,false,Male,0.98,Production,Production
802,3349,James B. Harris,James B. Harris,Producer,PRODUCER,false,Male,2.216,Production,Production
802,4360,Nelson Riddle,Nelson Riddle,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,0.98,Sound,Sound
802,10339,Oswald Morris,Oswald Morris,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,1.532,Camera,Camera
802,12007,Vladimir Nabokov,Vladimir Nabokov,Screenplay,SCREENPLAY,false,Male,1.62,Writing,Writing
802,12007,Vladimir Nabokov,Vladimir Nabokov,Novel,NOVEL,false,Male,1.62,Writing,Writing
802,12008,Bob Harris,Bob Harris,Music,MUSIC,false,Not set/not specified,0.6,Sound,Sound
802,12009,Anthony Harvey,Anthony Harvey,Editor,EDITOR,false,Male,1.4,Editing,Directing
802,21780,Raymond Anzarut,Raymond Anzarut,ProductionSupervisor,PRODUCTIONSUPERVISOR,false,Male,2.391,Production,Production
802,20105,Denys N. Coop,Denys N. Coop,CameraOperator,CAMERAOPERATOR,false,Male,1.214,Camera,Camera
802,30255,Gil Grau,Gil Grau,Orchestrator,ORCHESTRATOR,false,Not set/not specified,0.6,Sound,Sound
802,38060,George Partleton,George Partleton,MakeupArtist,MAKEUPARTIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
802,57261,René Dupont,René Dupont,AssistantDirector,ASSISTANTDIRECTOR,false,Not set/not specified,1.4,Directing,Production
802,89542,Len Shilton,Len Shilton,SoundRecordist,SOUNDRECORDIST,false,Male,0.98,Sound,Sound
802,404709,Betty Glasow,Betty Glasow,Hairstylist,HAIRSTYLIST,false,Female,0.6,Costume & Make-Up,Costume & Make-Up
802,1078629,William C. Andrews,William C. Andrews,ArtDirection,ARTDIRECTION,false,Not set/not specified,1.048,Art,Art
802,1332575,Elsa Fennell,Elsa Fennell,WardrobeSupervisor,WARDROBESUPERVISOR,false,Not set/not specified,0.652,Costume & Make-Up,Costume & Make-Up
802,1371059,Robert Sterne,Robert Sterne,ProductionManager,PRODUCTIONMANAGER,false,Not set/not specified,0.6,Production,Production
802,1649541,Pamela Davies,Pamela Davies,Continuity,CONTINUITY,false,Female,0.6,Directing,Directing
802,1650504,Gene Coffin,Gene Coffin,CostumeDesign,COSTUMEDESIGN,false,Male,0.98,Costume & Make-Up,Costume & Make-Up
802,1761413,Dennis Stock,Dennis Stock,SecondUnitDirector,SECONDUNITDIRECTOR,false,Not set/not specified,0.6,Directing,Acting
802,2202098,Barbara Gillett,Barbara Gillett,WardrobeMaster,WARDROBEMASTER,false,Female,0.6,Costume & Make-Up,Costume & Make-Up
802,2202100,Mike Rutter,Mike Rutter,ClapperLoader,CLAPPERLOADER,false,Male,0.6,Camera,Camera
802,2473398,Lois Gray,Lois Gray,AssistantEditor,ASSISTANTEDITOR,false,Not set/not specified,0.98,Editing,Editing
803,2304,Anatole Dauman,Anatole Dauman,Producer,PRODUCER,false,Male,1.052,Production,Production
803,3535,Georges Delerue,Georges Delerue,Orchestrator,ORCHESTRATOR,false,Male,1.823,Sound,Sound
803,9752,Sacha Vierny,Sacha Vierny,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.84,Camera,Camera
803,9956,Chris Marker,Chris Marker,AssistantDirector,ASSISTANTDIRECTOR,false,Male,4.379,Directing,Directing
803,9956,Chris Marker,Chris Marker,ScriptEditor,SCRIPTEDITOR,false,Male,4.379,Writing,Directing
803,11632,Hanns Eisler,Hanns Eisler,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,0.828,Sound,Sound
803,11983,Alain Resnais,Alain Resnais,Director,DIRECTOR,false,Male,5.13,Directing,Directing
803,11983,Alain Resnais,Alain Resnais,Editor,EDITOR,false,Male,5.13,Editing,Directing
803,11984,Jean Cayrol,Jean Cayrol,Screenplay,SCREENPLAY,false,Not set/not specified,1.159,Writing,Writing
803,11985,Philippe Lifchitz,Philippe Lifchitz,Producer,PRODUCER,false,Not set/not specified,0.6,Production,Production
803,11986,Samy Halfon,Samy Halfon,Producer,PRODUCER,false,Male,0.6,Production,Production
803,11988,Ghislain Cloquet,Ghislain Cloquet,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.652,Camera,Camera
803,44019,Anne Sarraute,Anne Sarraute,AssistantEditor,ASSISTANTEDITOR,false,Female,0.828,Editing,Editing
803,612897,Henri Colpi,Henri Colpi,SoundRecordist,SOUNDRECORDIST,false,Male,1.292,Sound,Directing
803,1167681,André Heinrich,André Heinrich,AssistantDirector,ASSISTANTDIRECTOR,false,Not set/not specified,0.6,Directing,Directing
803,2068510,Henry Ferrand,Henry Ferrand,SpecialEffects,SPECIALEFFECTS,false,Not set/not specified,0.6,Crew,Camera
803,2463628,Jean-Charles Lauthe,Jean-Charles Lauthe,AssistantDirector,ASSISTANTDIRECTOR,false,Not set/not specified,0.6,Directing,Directing
803,2463633,Jacqueline Chasney,Jacqueline Chasney,SoundRecordist,SOUNDRECORDIST,false,Not set/not specified,0.6,Sound,Sound
804,2307,Henri Alekan,Henri Alekan,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.652,Camera,Camera
804,1940,Franz Planer,Franz Planer,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,1.96,Camera,Camera
804,2578,Georges Auric,Georges Auric,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,1.62,Sound,Sound
804,2653,Herbert Coleman,Herbert Coleman,AssistantDirector,ASSISTANTDIRECTOR,false,Male,0.6,Directing,Production
804,4350,Edith Head,Edith Head,CostumeDesign,COSTUMEDESIGN,false,Female,2.572,Costume & Make-Up,Costume & Make-Up
804,5188,Hal Pereira,Hal Pereira,ArtDirection,ARTDIRECTION,false,Male,0.983,Art,Art
804,7689,Wally Westmore,Wally Westmore,MakeupSupervisor,MAKEUPSUPERVISOR,false,Male,3.191,Costume & Make-Up,Costume & Make-Up
804,10001,William Wyler,William Wyler,Director,DIRECTOR,false,Male,4.445,Directing,Directing
804,10001,William Wyler,William Wyler,Producer,PRODUCER,false,Male,4.445,Production,Directing
804,10008,Vittorio Valentini,Vittorio Valentini,ArtDirection,ARTDIRECTION,false,Not set/not specified,0.98,Crew,Art
804,11561,Joseph de Bretagne,Joseph de Bretagne,SoundDesigner,SOUNDDESIGNER,false,Male,0.6,Sound,Sound
804,11561,Joseph de Bretagne,Joseph de Bretagne,SoundRecordist,SOUNDRECORDIST,false,Male,0.6,Sound,Sound
804,11993,Dalton Trumbo,Dalton Trumbo,Screenplay,SCREENPLAY,false,Male,2.341,Writing,Writing
804,11993,Dalton Trumbo,Dalton Trumbo,Story,STORY,false,Male,2.341,Writing,Writing
804,11994,Ian McLellan Hunter,Ian McLellan Hunter,Screenplay,SCREENPLAY,false,Male,1.841,Writing,Writing
804,11995,John Dighton,John Dighton,Screenplay,SCREENPLAY,false,Male,1.788,Writing,Writing
804,11996,Robert Wyler,Robert Wyler,AssociateProducer,ASSOCIATEPRODUCER,false,Male,1.62,Production,Production
804,11997,Robert Swink,Robert Swink,Editor,EDITOR,false,Male,1.4,Editing,Editing
804,21456,Walter H. Tyler,Walter H. Tyler,ArtDirection,ARTDIRECTION,false,Male,0.728,Art,Art
804,26026,Victor Young,Victor Young,AdditionalSoundtrack,ADDITIONALSOUNDTRACK,false,Male,1.176,Sound,Sound
804,25806,Alberto De Rossi,Alberto De Rossi,MakeupSupervisor,MAKEUPSUPERVISOR,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
804,30257,Leo Shuken,Leo Shuken,Orchestrator,ORCHESTRATOR,false,Not set/not specified,0.793,Sound,Sound
804,56033,Enzo Barboni,Enzo Barboni,CameraOperator,CAMERAOPERATOR,false,Male,2.041,Camera,Directing
804,72551,Robert Belcher,Robert Belcher,AssistantEditor,ASSISTANTEDITOR,false,Not set/not specified,0.6,Editing,Editing
804,105477,Bernard Vorhaus,Bernard Vorhaus,AssistantDirector,ASSISTANTDIRECTOR,false,Male,0.732,Directing,Directing
804,570176,Maurizio Lodi-Fè,Maurizio Lodi-Fè,UnitProductionManager,UNITPRODUCTIONMANAGER,false,Male,0.6,Production,Production
804,1431338,Italo Tomassi,Italo Tomassi,SetDesigner,SETDESIGNER,false,Not set/not specified,0.6,Art,Art
804,1461517,Lester Koenig,Lester Koenig,AssociateProducer,ASSOCIATEPRODUCER,false,Not set/not specified,0.652,Production,Production
804,1560728,Anna Cristofani,Anna Cristofani,Hairstylist,HAIRSTYLIST,false,Female,0.716,Costume & Make-Up,Costume & Make-Up
804,1560730,Charles Woolstenhulme,Charles Woolstenhulme,UnitProductionManager,UNITPRODUCTIONMANAGER,false,Not set/not specified,0.6,Production,Production
805,3556,Roman Polanski,Roman Polanski,Screenplay,SCREENPLAY,false,Male,10.806,Writing,Directing
805,3556,Roman Polanski,Roman Polanski,Director,DIRECTOR,false,Male,10.806,Directing,Directing
805,12017,Richard Sylbert,Richard Sylbert,ProductionDesign,PRODUCTIONDESIGN,false,Male,0.6,Art,Art
805,14681,Sydney Guilaroff,Sydney Guilaroff,HairDesigner,HAIRDESIGNER,false,Male,0.6,Costume & Make-Up,Costume & Make-Up
805,9107,Harold Lewis,Harold Lewis,SoundRecordist,SOUNDRECORDIST,false,Male,0.98,Sound,Sound
805,12011,William Castle,William Castle,Producer,PRODUCER,false,Male,3.697,Production,Directing
805,12012,Dona Holloway,Dona Holloway,AssociateProducer,ASSOCIATEPRODUCER,false,Female,0.6,Production,Production
805,12013,Krzysztof Komeda,Krzysztof Komeda,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,0.6,Sound,Sound
805,12846,William A. Fraker,William A. Fraker,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.979,Camera,Camera
805,12015,Sam O\'Steen,Sam O\'Steen,Editor,EDITOR,false,Male,2.188,Editing,Editing
805,12016,Bob Wyman,Bob Wyman,Editor,EDITOR,false,Male,0.6,Editing,Editing
805,12018,Joel Schiller,Joel Schiller,ArtDirection,ARTDIRECTION,false,Male,1.856,Art,Art
805,12019,Robert Nelson,Robert Nelson,SetDecoration,SETDECORATION,false,Male,0.6,Art,Art
805,12020,Anthea Sylbert,Anthea Sylbert,CostumeDesigner,COSTUMEDESIGNER,false,Female,0.992,Costume & Make-Up,Costume & Make-Up
805,13017,Hawk Koch,Hawk Koch,DialogueCoach,DIALOGUECOACH,false,Male,0.6,Crew,Production
805,13019,Ira Levin,Ira Levin,Novel,NOVEL,false,Male,1.708,Writing,Writing
805,50581,Daniel McCauley,Daniel McCauley,AssistantDirector,ASSISTANTDIRECTOR,false,Not set/not specified,1.02,Directing,Directing
805,1234071,Vidal Sassoon,Vidal Sassoon,HairDesigner,HAIRDESIGNER,false,Male,0.6,Costume & Make-Up,Acting
805,1343970,Sherry Wilson,Sherry Wilson,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
805,1547896,Allan Snyder,Allan Snyder,MakeupDesigner,MAKEUPDESIGNER,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
805,1627097,William Davidson,William Davidson,UnitProductionManager,UNITPRODUCTIONMANAGER,false,Not set/not specified,0.6,Production,Production
805,1930824,Luanna S. Poole,Luanna S. Poole,ScriptSupervisor,SCRIPTSUPERVISOR,false,Not set/not specified,0.6,Directing,Directing
806,1302,Susie Figgis,Susie Figgis,Casting,CASTING,false,Female,6.105,Production,Production
806,7229,Marco Beltrami,Marco Beltrami,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,2.883,Sound,Sound
806,6043,Dan Zimmerman,Dan Zimmerman,Editor,EDITOR,false,Male,2.601,Editing,Editing
806,9250,Jeffrey Stott,Jeffrey Stott,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,1.96,Production,Production
806,11834,David Seltzer,David Seltzer,Screenplay,SCREENPLAY,false,Male,1.579,Writing,Writing
806,12028,John Moore,John Moore,Director,DIRECTOR,false,Male,3.185,Directing,Directing
806,12028,John Moore,John Moore,Producer,PRODUCER,false,Male,3.185,Production,Directing
806,12031,Peter Veverka,Peter Veverka,Producer,PRODUCER,false,Not set/not specified,0.98,Production,Production
806,12032,Glenn Williamson,Glenn Williamson,Producer,PRODUCER,false,Male,1.57,Production,Production
806,12033,Jonathan Sela,Jonathan Sela,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,2.919,Camera,Camera
806,12035,Patrick Lumb,Patrick Lumb,ProductionDesign,PRODUCTIONDESIGN,false,Male,1.38,Art,Art
806,12036,Katerina Kopicová,Katerina Kopicová,ArtDirection,ARTDIRECTION,false,Female,0.6,Art,Art
806,12037,Martin Kurel,Martin Kurel,ArtDirection,ARTDIRECTION,false,Male,1.4,Art,Art
806,12038,Ladislav Markic,Ladislav Markic,SetDecoration,SETDECORATION,false,Not set/not specified,0.6,Art,Art
806,12039,Paki Smith,Paki Smith,SetDecoration,SETDECORATION,false,Not set/not specified,0.6,Art,Art
806,12040,George L. Little,George L. Little,CostumeDesign,COSTUMEDESIGN,false,Male,0.6,Costume & Make-Up,Costume & Make-Up
806,32352,Desideria Corridoni,Desideria Corridoni,KeyHairdresser,KEYHAIRDRESSER,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
806,52549,Jessica Horváthová,Jessica Horváthová,Casting,CASTING,false,Female,0.98,Production,Production
806,59684,Romek Delmata,Romek Delmata,ConceptualDesign,CONCEPTUALDESIGN,false,Not set/not specified,0.6,Art,Art
806,119116,Jiří Žůček,Jiří Žůček,PropertyMaster,PROPERTYMASTER,false,Male,0.6,Art,Art
806,548425,Stefan Mily,Stefan Mily,PropertyBuyer,PROPERTYBUYER,false,Not set/not specified,0.732,Art,Crew
806,1059101,Asen Šopov,Asen Šopov,SecondUnitDirectorofPhotography,SECONDUNITDIRECTOROFPHOTOGRAPHY,false,Male,0.828,Camera,Camera
806,1162345,Juraj Chlpík,Juraj Chlpík,SecondUnitDirectorofPhotography,SECONDUNITDIRECTOROFPHOTOGRAPHY,false,Not set/not specified,0.6,Camera,Camera
806,1351659,Tomáš Kuchta,Tomáš Kuchta,Hairstylist,HAIRSTYLIST,false,Male,0.6,Costume & Make-Up,Costume & Make-Up
806,1395243,Vince Valitutti,Vince Valitutti,StillPhotographer,STILLPHOTOGRAPHER,false,Not set/not specified,0.98,Camera,Camera
806,1398934,Jaromír Šedina,Jaromír Šedina,CameraOperator,CAMERAOPERATOR,false,Male,0.98,Camera,Camera
806,1398935,Petr Konrád,Petr Konrád,Gaffer,GAFFER,false,Not set/not specified,0.6,Lighting,Lighting
806,1403532,Fiona Connon,Fiona Connon,MakeupDepartmentHead,MAKEUPDEPARTMENTHEAD,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
806,1403544,Ciarán Barry,Ciarán Barry,CameraOperator,CAMERAOPERATOR,false,Not set/not specified,0.6,Camera,Camera
806,1404543,Viktor Lonek,Viktor Lonek,VideoAssistOperator,VIDEOASSISTOPERATOR,false,Not set/not specified,1.052,Crew,Crew
806,1425505,Vladimir Holzknecht,Vladimir Holzknecht,RiggingGaffer,RIGGINGGAFFER,false,Not set/not specified,0.6,Lighting,Lighting
806,1458447,James Elton Davis,James Elton Davis,Gaffer,GAFFER,false,Not set/not specified,0.6,Lighting,Lighting
806,1534136,John Murphy,John Murphy,Grip,GRIP,false,Male,0.6,Camera,Camera
806,1554992,Ladislav Hrubý,Ladislav Hrubý,FirstAssistantCamera,FIRSTASSISTANTCAMERA,false,Male,0.6,Camera,Camera
806,1570201,Tomás Lehovec,Tomás Lehovec,Props,PROPS,false,Not set/not specified,0.6,Art,Art
806,1570208,Tomas Hais,Tomas Hais,Props,PROPS,false,Not set/not specified,0.6,Art,Art
806,1576007,Marc Wolff,Marc Wolff,Pilot,PILOT,false,Male,1.703,Crew,Crew
806,1578641,Alan Butler,Alan Butler,FirstAssistantCamera,FIRSTASSISTANTCAMERA,false,Not set/not specified,0.6,Camera,Camera
806,1583827,Matt Johnson,Matt Johnson,VisualEffectsSupervisor,VISUALEFFECTSSUPERVISOR,false,Not set/not specified,0.6,Visual Effects,Visual Effects
806,1602093,Jan Carda,Jan Carda,FirstAssistantCamera,FIRSTASSISTANTCAMERA,false,Not set/not specified,0.6,Camera,Camera
806,1643416,Barbara Kichi,Barbara Kichi,KeyHairdresser,KEYHAIRDRESSER,false,Female,1.094,Costume & Make-Up,Costume & Make-Up
806,1699148,Petr Cejka,Petr Cejka,Electrician,ELECTRICIAN,false,Not set/not specified,0.6,Lighting,Acting
