movieid,castid,name,originalname,character,isadult,gender,popularity,knownfordepartment
701,8635,Buster Keaton,Buster Keaton,William McKay,false,Male,7.277,Acting
701,10525,Joe Roberts,Joe Roberts,Joseph Canfield,false,Male,0.98,Acting
701,10526,Natalie Talmadge,Natalie Talmadge,Virginia Canfield,false,Female,2.593,Acting
701,1670560,Francis X. Bushman Jr.,Francis X. Bushman Jr.,Clayton Canfield,false,Male,1.513,Acting
701,10528,Craig Ward,Craig Ward,Lee Canfield,false,Not set/not specified,1.214,Acting
701,10530,Joe Keaton,Joe Keaton,The Engineer,false,Male,1.567,Acting
701,10531,Kitty Bradbury,Kitty Bradbury,Aunt Mary,false,Female,1.253,Acting
701,143384,Buster Keaton Jr.,Buster Keaton Jr.,Willie McKay - 1 Year Old,false,Not set/not specified,0.6,Acting
701,14921,Erwin Connelly,Erwin Connelly,Husband Quarreling with Wife (uncredited),false,Male,1.012,Acting
701,1350590,Edward Coxen,Edward Coxen,John McKay (uncredited),false,Male,0.6,Acting
701,89014,Jack Duffy,Jack Duffy,Sam Gardner (uncredited),false,Male,1.22,Acting
701,932309,Tom London,Tom London,James Canfield (uncredited),false,Male,0.98,Acting
701,1832030,Monte Collins,Monte Collins,The Parson,false,Male,0.6,Acting
702,10538,Vivien Leigh,Vivien Leigh,Blanche DuBois,false,Female,13.255,Acting
702,3084,Marlon Brando,Marlon Brando,Stanley Kowalski,false,Male,16.29,Acting
702,10539,Kim Hunter,Kim Hunter,Stella Kowalski,false,Female,13.251,Acting
702,9857,Karl Malden,Karl Malden,Harold Mitchell,false,Male,23.337,Acting
702,3143,Rudy Bond,Rudy Bond,Steve,false,Male,3.345,Acting
702,2757,Nick Dennis,Nick Dennis,Pablo Gonzales,false,Male,3.353,Acting
702,10540,Peg Hillias,Peg Hillias,Eunice,false,Female,2.615,Acting
702,10541,Wright King,Wright King,A Collector,false,Male,3.011,Acting
702,10542,Richard Garrick,Richard Garrick,A Doctor,false,Not set/not specified,2.185,Acting
702,10543,Ann Dere,Ann Dere,The Matron,false,Female,1.214,Acting
702,10544,Edna Thomas,Edna Thomas,The Mexican Woman,false,Female,0.6,Acting
702,10545,Mickey Kuhn,Mickey Kuhn,A Sailor,false,Male,5.211,Acting
702,143454,Mel Archer,Mel Archer,Foreman (uncredited),false,Male,0.6,Acting
702,1550460,Walter Bacon,Walter Bacon,Club Patron (uncredited),false,Not set/not specified,5.79,Acting
702,1044864,Dahn Ben Amotz,Dahn Ben Amotz,Minor Role (uncredited),false,Not set/not specified,0.98,Writing
